Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 225.0 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.92439055124521 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
    60525.0     0.00605960523 |32.0006202    |67.9933202         0.00506327033 |31.9040394    |68.0908973    |100           
    60750.0     0.00584474659 |31.8488536    |68.1453017         0.0048804791  |31.752339     |68.2427805    |100           
    60975.0     0.0056375063  |31.6978002    |68.2965623         0.00470428689 |31.6013542    |68.3939415    |100           
    61200.0     0.00543761425 |31.5474568    |68.4471056         0.00453445548 |31.4510818    |68.5443837    |100           
    61425.0     0.00524480987 |31.3978204    |68.5969348         0.00437075522 |31.3015187    |68.6941106    |100           
    61650.0     0.00505884186 |31.2488879    |68.7460533         0.00421296476 |31.1526616    |68.8431254    |100           
    61875.0     0.00487946782 |31.1006561    |68.8944644         0.00406087077 |31.0045075    |68.9914316    |100           
    62100.0     0.00470645393 |30.953122     |69.0421716         0.00391426759 |30.8570533    |69.1390325    |100           
    62325.0     0.0045395747  |30.8062824    |69.189178          0.00377295699 |30.7102957    |69.2859314    |100           
    62550.0     0.00437861259 |30.6601343    |69.3354871         0.0036367479  |30.5642316    |69.4321316    |100           
    62775.0     0.00422335779 |30.5146747    |69.481102          0.00350545615 |30.418858     |69.5776365    |100           
    63000.0     0.00407360795 |30.3699003    |69.6260261         0.00337890422 |30.2741718    |69.7224493    |100           
    63225.0     0.00392916787 |30.2258083    |69.7702626         0.003256921   |30.1301698    |69.8665733    |100           
    63450.0     0.00378984928 |30.0823955    |69.9138147         0.00313934154 |29.9868489    |70.0100118    |100           
    63675.0     0.00365547058 |29.9396588    |70.0566857         0.00302600686 |29.844206     |70.152768     |100           
    63900.0     0.00352585662 |29.7975953    |70.1988788         0.00291676373 |29.7022381    |70.2948451    |100           
    64125.0     0.00340083845 |29.656202     |70.3403972         0.00281146443 |29.5609422    |70.4362463    |100           
    64350.0     0.00328025311 |29.5154757    |70.4812441         0.00270996659 |29.4203151    |70.5769749    |100           
    64575.0     0.00316394344 |29.3754135    |70.6214226         0.00261213296 |29.2803538    |70.7170341    |100           
    64800.0     0.00305175781 |29.2360124    |70.7609358         0.00251783126 |29.1410553    |70.8564269    |100           
    65025.0     0.00294355001 |29.0972694    |70.8997871         0.00242693399 |29.0024165    |70.9951566    |100           
    65250.0     0.002839179   |28.9591815    |71.0379793         0.00233931823 |28.8644345    |71.1332262    |100           
    65475.0     0.00273850872 |28.8217457    |71.1755158         0.00225486553 |28.7271061    |71.270639     |100           
    65700.0     0.00264140796 |28.6849591    |71.3123995         0.0021734617  |28.5904285    |71.407398     |100           
    65925.0     0.00254775016 |28.5488187    |71.4486335         0.00209499665 |28.4543986    |71.5435064    |100           
    66150.0     0.00245741323 |28.4133216    |71.584221          0.00201936431 |28.3190135    |71.6789671    |100           
    66375.0     0.00237027942 |28.2784648    |71.719165          0.0019464624  |28.1842702    |71.8137834    |100           
    66600.0     0.00228623516 |28.1442453    |71.8534684         0.00187619235 |28.0501657    |71.9479581    |100           
    66825.0     0.00220517091 |28.0106604    |71.9871344         0.00180845915 |27.916697     |72.0814945    |100           
    67050.0     0.00212698099 |27.877707     |72.120166          0.00174317121 |27.7838614    |72.2143955    |100           
    67275.0     0.0020515635  |27.7453823    |72.2525661         0.00168024026 |27.6516557    |72.346664     |100           
    67500.0     0.00197882012 |27.6136834    |72.3843378         0.00161958121 |27.5200772    |72.4783032    |100           
    67725.0     0.00190865605 |27.4826074    |72.515484          0.00156111204 |27.3891229    |72.609316     |100           
    67950.0     0.00184097981 |27.3521514    |72.6460076         0.00150475368 |27.2587898    |72.7397054    |100           
    68175.0     0.00177570321 |27.2223126    |72.7759117         0.00145042995 |27.1290752    |72.8694743    |100           
    68400.0     0.00171274116 |27.0930882    |72.9051991         0.00139806737 |26.9999762    |72.9986257    |100           
    68625.0     0.00165201159 |26.9644752    |73.0338728         0.00134759516 |26.8714899    |73.1271625    |100           
    68850.0     0.00159343534 |26.8364709    |73.1619356         0.00129894507 |26.7436134    |73.2550876    |100           
    69075.0     0.00153693605 |26.7090725    |73.2893906         0.00125205131 |26.616344     |73.382404     |100           
    69300.0     0.0014824401  |26.5822771    |73.4162404         0.00120685049 |26.4896787    |73.5091144    |100           
    69525.0     0.00142987643 |26.456082     |73.5424881         0.00116328148 |26.3636148    |73.6352219    |100           
    69750.0     0.00137917654 |26.3304844    |73.6681364         0.00112128537 |26.2381495    |73.7607292    |100           
    69975.0     0.00133027435 |26.2054815    |73.7931882         0.00108080538 |26.11328      |73.8856392    |100           
    70200.0     0.0012831061  |26.0810706    |73.9176463         0.00104178677 |25.9890034    |74.0099548    |100           
    70425.0     0.00123761033 |25.9572488    |74.0415136         0.0010041768  |25.8653171    |74.1336787    |100           
    70650.0     0.00119372772 |25.8340135    |74.1647928         0.000967924592|25.7422182    |74.2568138    |100           
    70875.0     0.00115140108 |25.7113619    |74.2874867         0.000932981144|25.6197041    |74.3793629    |100           
    71100.0     0.00111057524 |25.5892913    |74.4095981         0.000899299204|25.4977719    |74.5013288    |100           
    71325.0     0.00107119699 |25.4677991    |74.5311297         0.00086683323 |25.376419     |74.6227141    |100           
    71550.0     0.00103321499 |25.3468824    |74.6520843         0.000835539323|25.2556427    |74.7435218    |100           
    71775.0     0.000996579734|25.2265387    |74.7724647         0.000805375171|25.1354402    |74.8637544    |100           
    72000.0     0.000961243477|25.1067653    |74.8922735         0.000776299987|25.0158088    |74.9834149    |100           
    72225.0     0.000927160156|24.9875594    |75.0115134         0.000748274458|24.8967459    |75.1025058    |100           
    72450.0     0.000894285346|24.8689185    |75.1301872         0.000721260691|24.7782488    |75.2210299    |100           
    72675.0     0.000862576196|24.7508398    |75.2482976         0.000695222159|24.6603149    |75.3389899    |100           
    72900.0     0.000831991373|24.6333209    |75.3658471         0.000670123655|24.5429415    |75.4563884    |100           
    73125.0     0.000802491013|24.516359     |75.4828385         0.000645931242|24.4261259    |75.5732282    |100           
    73350.0     0.000774036663|24.3999515    |75.5992745         0.00062261221 |24.3098655    |75.6895118    |100           
    73575.0     0.000746591234|24.2840959    |75.7151575         0.000600135028|24.1941578    |75.805242     |100           
    73800.0     0.000720118952|24.1687895    |75.8304903         0.000578469304|24.0790002    |75.9204214    |100           
    74025.0     0.000694585312|24.0540299    |75.9452755         0.000557585743|23.9643899    |76.0350525    |100           
    74250.0     0.000669957031|23.9398144    |76.0595157         0.000537456108|23.8503245    |76.149138     |100           
    74475.0     0.000646202009|23.8261404    |76.1732134         0.000518053182|23.7368015    |76.2626805    |100           
    74700.0     0.000623289281|23.7130055    |76.2863712         0.000499350729|23.6238181    |76.3756825    |100           
    74925.0     0.000601188982|23.600407     |76.3989918         0.000481323461|23.511372     |76.4881467    |100           
    75150.0     0.000579872305|23.4883426    |76.5110775         0.000463947002|23.3994605    |76.6000755    |100           
    75375.0     0.000559311465|23.3768096    |76.6226311         0.000447197859|23.2880812    |76.7114716    |100           
    75600.0     0.000539479661|23.2658056    |76.7336549         0.000431053383|23.1772315    |76.8223375    |100           
    75825.0     0.000520351044|23.1553282    |76.8441515         0.000415491746|23.0669089    |76.9326756    |100           
    76050.0     0.000501900681|23.0453747    |76.9541234         0.000400491905|22.957111     |77.0424885    |100           
    76275.0     0.000484104522|22.9359427    |77.0635732         0.000386033581|22.8478352    |77.1517788    |100           
    76500.0     0.00046693937 |22.8270299    |77.1725032         0.000372097222|22.7390791    |77.2605488    |100           
    76725.0     0.000450382853|22.7186337    |77.2809159         0.000358663985|22.6308403    |77.368801     |100           
    76950.0     0.000434413389|22.6107518    |77.3888138         0.000345715708|22.5231163    |77.476538     |100           
    77175.0     0.000419010163|22.5033816    |77.4961994         0.000333234881|22.4159046    |77.5837621    |100           
    77400.0     0.000404153097|22.3965208    |77.603075          0.00032120463 |22.3092029    |77.6904759    |100           
    77625.0     0.000389822826|22.2901671    |77.7094431         0.000309608689|22.2030087    |77.7966817    |100           
    77850.0     0.000376000671|22.1843179    |77.8153061         0.000298431377|22.0973197    |77.9023819    |100           
    78075.0     0.000362668615|22.0789709    |77.9206664         0.000287657581|21.9921334    |78.007579     |100           
    78300.0     0.000349809282|21.9741238    |78.0255264         0.000277272735|21.8874474    |78.1122753    |100           
    78525.0     0.000337405908|21.8697742    |78.1298884         0.000267262797|21.7832595    |78.2164732    |100           
    78750.0     0.000325442328|21.7659198    |78.2337548         0.000257614232|21.6795672    |78.3201752    |100           
    78975.0     0.000313902946|21.6625581    |78.337128          0.000248313993|21.5763682    |78.4233835    |100           
    79200.0     0.000302772723|21.559687     |78.4400103         0.000239349507|21.4736601    |78.5261005    |100           
    79425.0     0.000292037149|21.457304     |78.542404          0.000230708651|21.3714407    |78.6283286    |100           
    79650.0     0.000281682233|21.3554069    |78.6443114         0.000222379742|21.2697076    |78.7300701    |100           
    79875.0     0.000271694476|21.2539933    |78.745735          0.000214351518|21.1684585    |78.8313272    |100           
    80100.0     0.000262060861|21.1530611    |78.8466768         0.000206613125|21.0676911    |78.9321023    |100           
    80325.0     0.00025276883 |21.0526079    |78.9471394         0.000199154099|20.9674031    |79.0323977    |100           
    80550.0     0.000243806271|20.9526314    |79.0471248         0.000191964354|20.8675924    |79.1322157    |100           
    80775.0     0.000235161503|20.8531294    |79.1466354         0.000185034169|20.7682565    |79.2315585    |100           
    81000.0     0.000226823256|20.7540997    |79.2456734         0.000178354173|20.6693933    |79.3304284    |100           
    81225.0     0.000218780664|20.65554      |79.3442412         0.000171915335|20.5710004    |79.4288276    |100           
    81450.0     0.000211023242|20.5574482    |79.4423408         0.000165708948|20.4730758    |79.5267585    |100           
    81675.0     0.000203540878|20.4598219    |79.5399746         0.000159726621|20.3756171    |79.6242232    |100           
    81900.0     0.000196323821|20.362659     |79.6371447         0.000153960264|20.2786222    |79.7212239    |100           
    82125.0     0.000189362663|20.2659573    |79.7338533         0.00014840208 |20.1820888    |79.8177628    |100           
    82350.0     0.000182648331|20.1697147    |79.8301027         0.000143044555|20.0860148    |79.9138422    |100           
    82575.0     0.000176172072|20.0739288    |79.925895          0.000137880444|19.9903979    |80.0094642    |100           
    82800.0     0.000169925445|19.9785977    |80.0212324         0.000132902765|19.8952361    |80.104631     |100           
    83025.0     0.000163900308|19.8837191    |80.116117          0.000128104787|19.8005271    |80.1993448    |100           
    83250.0     0.000158088808|19.7892909    |80.210551          0.000123480023|19.7062688    |80.2936077    |100           
    83475.0     0.000152483369|19.695311     |80.3045365         0.000119022219|19.6124591    |80.3874219    |100           
    83700.0     0.000147076685|19.6017772    |80.3980757         0.000114725348|19.5190958    |80.4807895    |100           
    83925.0     0.000141861709|19.5086874    |80.4911707         0.000110583601|19.4261768    |80.5737126    |100           
    84150.0     0.000136831643|19.4160396    |80.5838236         0.000106591376|19.3337001    |80.6661933    |100           
    84375.0     0.000131979931|19.3238316    |80.6760364         0.000102743277|19.2416634    |80.7582339    |100           
    84600.0     0.000127300249|19.2320614    |80.7678113         9.90340991E-05|19.1500647    |80.8498362    |100           
    84825.0     0.000122786496|19.1407268    |80.8591504         9.54588279E-05|19.058902     |80.9410025    |100           
    85050.0     0.00011843279 |19.0498259    |80.9500557         9.20126291E-05|18.9681731    |81.0317348    |100           
    85275.0     0.000114233456|18.9593565    |81.0405293         8.86908429E-05|18.8778761    |81.1220352    |100           
    85500.0     0.000110183019|18.8693166    |81.1305732         8.54889779E-05|18.7880088    |81.2119057    |100           
    85725.0     0.000106276201|18.7797042    |81.2201895         8.24027048E-05|18.6985692    |81.3013484    |100           
    85950.0     0.00010250791 |18.6905173    |81.3093802         7.94278505E-05|18.6095552    |81.3903653    |100           
    86175.0     9.88732324E-05|18.6017538    |81.3981473         7.65603927E-05|18.520965     |81.4789585    |100           
    86400.0     9.53674316E-05|18.5134118    |81.4864929         7.37964541E-05|18.4327964    |81.5671299    |100           
    86625.0     9.1985938E-05 |18.4254892    |81.5744188         7.11322976E-05|18.3450474    |81.6548815    |100           
    86850.0     8.87243437E-05|18.337984     |81.6619273         6.8564321E-05 |18.257716     |81.7422154    |100           
    87075.0     8.55783975E-05|18.2508943    |81.7490201         6.6089052E-05 |18.1708003    |81.8291336    |100           
    87300.0     8.25439988E-05|18.1642182    |81.8356993         6.37031436E-05|18.0842983    |81.915638     |100           
    87525.0     7.96171924E-05|18.0779535    |81.9219668         6.140337E-05  |17.998208     |82.0017306    |100           
    87750.0     7.67941633E-05|17.9920985    |82.0078247         5.91866214E-05|17.9125275    |82.0874133    |100           
    87975.0     7.40712319E-05|17.9066511    |82.0932748         5.70499006E-05|17.8272548    |82.1726881    |100           
    88200.0     7.14448489E-05|17.8216095    |82.1783191         5.49903184E-05|17.742388     |82.257557     |100           
    88425.0     6.89115909E-05|17.7369716    |82.2629595         5.300509E-05  |17.6579251    |82.3420219    |100           
    88650.0     6.6468156E-05 |17.6527356    |82.3471979         5.10915313E-05|17.5738642    |82.4260847    |100           
    88875.0     6.41113593E-05|17.5688996    |82.4310363         4.92470546E-05|17.4902035    |82.5097473    |100           
    89100.0     6.18381288E-05|17.4854617    |82.5144765         4.74691663E-05|17.4069409    |82.5930116    |100           
    89325.0     5.96455014E-05|17.40242      |82.5975204         4.57554622E-05|17.3240747    |82.6758796    |100           
    89550.0     5.75306192E-05|17.3197725    |82.6801699         4.41036252E-05|17.2416029    |82.758353     |100           
    89775.0     5.54907255E-05|17.2375176    |82.7624269         4.25114219E-05|17.1595237    |82.8404338    |100           
    90000.0     5.35231613E-05|17.1556532    |82.8442933         4.09766994E-05|17.0778351    |82.9221239    |100           
    90225.0     5.16253622E-05|17.0741775    |82.9257709         3.94973825E-05|16.9965354    |83.0034251    |100           
    90450.0     4.97948543E-05|16.9930887    |83.0068615         3.80714711E-05|16.9156227    |83.0843393    |100           
    90675.0     4.80292517E-05|16.912385     |83.087567          3.66970371E-05|16.8350951    |83.1648682    |100           
    90900.0     4.6326253E-05 |16.8320645    |83.1678892         3.53722221E-05|16.7549508    |83.2450138    |100           
    91125.0     4.46836384E-05|16.7521254    |83.2478299         3.40952348E-05|16.675188     |83.3247779    |100           
    91350.0     4.30992669E-05|16.6725659    |83.327391          3.28643486E-05|16.5958049    |83.4041622    |100           
    91575.0     4.15710733E-05|16.5933842    |83.4065742         3.16778991E-05|16.5167997    |83.4831686    |100           
    91800.0     4.00970657E-05|16.5145785    |83.4853814         3.05342821E-05|16.4381705    |83.5617989    |100           
    92025.0     3.86753227E-05|16.436147     |83.5638143         2.94319513E-05|16.3599156    |83.6400549    |100           
    92250.0     3.73039913E-05|16.358088     |83.6418747         2.83694161E-05|16.2820333    |83.7179384    |100           
    92475.0     3.59812838E-05|16.2803997    |83.7195644         2.73452401E-05|16.2045216    |83.795451     |100           
    92700.0     3.47054764E-05|16.2030802    |83.7968851         2.63580382E-05|16.1273789    |83.8725947    |100           
    92925.0     3.34749058E-05|16.126128     |83.8738386         2.54064757E-05|16.0506035    |83.9493711    |100           
    93150.0     3.22879683E-05|16.0495411    |83.9504266         2.4489266E-05 |15.9741935    |84.0257821    |100           
    93375.0     3.11431167E-05|15.973318     |84.0266509         2.36051688E-05|15.8981472    |84.1018292    |100           
    93600.0     3.00388586E-05|15.8974568    |84.1025131         2.27529888E-05|15.8224629    |84.1775144    |100           
    93825.0     2.89737549E-05|15.8219559    |84.1780151         2.19315737E-05|15.7471389    |84.2528392    |100           
    94050.0     2.79464171E-05|15.7468135    |84.2531586         2.11398128E-05|15.6721734    |84.3278054    |100           
    94275.0     2.69555061E-05|15.672028     |84.3279451         2.03766356E-05|15.5975648    |84.4024148    |100           
    94500.0     2.59997304E-05|15.5975975    |84.4023765         1.96410103E-05|15.5233114    |84.476669     |100           
    94725.0     2.50778442E-05|15.5235206    |84.4764543         1.8931942E-05 |15.4494114    |84.5505697    |100           
    94950.0     2.41886457E-05|15.4497954    |84.5501804         1.82484721E-05|15.3758632    |84.6241185    |100           
    95175.0     2.33309761E-05|15.3764204    |84.6235563         1.75896764E-05|15.3026651    |84.6973173    |100           
    95400.0     2.25037172E-05|15.3033938    |84.6965837         1.69546642E-05|15.2298155    |84.7701675    |100           
    95625.0     2.1705791E-05 |15.230714     |84.7692643         1.63425768E-05|15.1573127    |84.842671     |100           
    95850.0     2.09361572E-05|15.1583793    |84.8415997         1.57525866E-05|15.085155     |84.9148293    |100           
    96075.0     2.01938128E-05|15.0863882    |84.9135916         1.5183896E-05 |15.0133407    |84.9866441    |100           
    96300.0     1.947779E-05  |15.0147389    |84.9852416         1.46357358E-05|14.9418684    |85.058117     |100           
    96525.0     1.87871557E-05|14.9434299    |85.0565513         1.4107365E-05 |14.8707363    |85.1292496    |100           
    96750.0     1.81210095E-05|14.8724596    |85.1275223         1.35980692E-05|14.7999427    |85.2000437    |100           
    96975.0     1.74784833E-05|14.8018263    |85.1981562         1.31071596E-05|14.7294862    |85.2705006    |100           
    97200.0     1.68587394E-05|14.7315284    |85.2684547         1.26339726E-05|14.6593651    |85.3406222    |100           
    97425.0     1.62609701E-05|14.6615644    |85.3384194         1.21778683E-05|14.5895778    |85.41041      |100           
    97650.0     1.56843963E-05|14.5919326    |85.4080517         1.173823E-05  |14.5201227    |85.4798655    |100           
    97875.0     1.51282663E-05|14.5226315    |85.4773534         1.13144633E-05|14.4509983    |85.5489904    |100           
    98100.0     1.45918553E-05|14.4536595    |85.5463259         1.09059952E-05|14.3822029    |85.6177862    |100           
    98325.0     1.40744642E-05|14.3850151    |85.6149708         1.05122733E-05|14.313735     |85.6862545    |100           
    98550.0     1.35754184E-05|14.3166967    |85.6832898         1.01327654E-05|14.245593     |85.7543968    |100           
    98775.0     1.30940676E-05|14.2487027    |85.7512842         9.76695819E-06|14.1777755    |85.8222148    |100           
    99000.0     1.26297843E-05|14.1810316    |85.8189558         9.41435717E-06|14.1102807    |85.8897099    |100           
    99225.0     1.21819633E-05|14.1136819    |85.8863059         9.07448555E-06|14.0431073    |85.9568836    |100           
    99450.0     1.1750021E-05 |14.046652     |85.9533362         8.74688377E-06|13.9762536    |86.0237376    |100           
    99675.0     1.13333942E-05|13.9799405    |86.0200482         8.43110889E-06|13.9097182    |86.0902733    |100           
    99900.0     1.09315401E-05|13.9135458    |86.0864433         8.12673392E-06|13.8434996    |86.1564923    |100           
   100125.0     1.05439346E-05|13.8474664    |86.152523          7.83334732E-06|13.7775961    |86.222396     |100           
   100350.0     1.01700727E-05|13.7817009    |86.218289          7.55055239E-06|13.7120064    |86.287986     |100           
   100575.0     9.80946707E-06|13.7162476    |86.2837426         7.27796676E-06|13.646729     |86.3532638    |100           
   100800.0     9.46164758E-06|13.6511052    |86.3488853         7.01522186E-06|13.5817623    |86.4182307    |100           
   101025.0     9.12616092E-06|13.5862722    |86.4137187         6.76196242E-06|13.5171048    |86.4828884    |100           
   101250.0     8.80256978E-06|13.5217471    |86.4782441         6.517846E-06  |13.4527552    |86.5472383    |100           
   101475.0     8.49045239E-06|13.4575284    |86.5424631         6.28254254E-06|13.3887119    |86.6112819    |100           
   101700.0     8.18940191E-06|13.3936147    |86.6063772         6.05573386E-06|13.3249734    |86.6750205    |100           
   101925.0     7.89902594E-06|13.3300045    |86.6699876         5.83711329E-06|13.2615384    |86.7384557    |100           
   102150.0     7.61894598E-06|13.2666964    |86.733296          5.62638524E-06|13.1984054    |86.8015889    |100           
   102375.0     7.34879696E-06|13.203689     |86.7963037         5.42326477E-06|13.135573     |86.8644216    |100           
   102600.0     7.08822677E-06|13.1409808    |86.8590121         5.22747723E-06|13.0730396    |86.9269552    |100           
   102825.0     6.83689574E-06|13.0785704    |86.9214227         5.0387579E-06 |13.0108039    |86.989191     |100           
   103050.0     6.5944763E-06 |13.0164565    |86.9835369         4.85685161E-06|12.9488645    |87.0511306    |100           
   103275.0     6.36065245E-06|12.9546375    |87.0453562         4.68151239E-06|12.88722      |87.1127753    |100           
   103500.0     6.13511942E-06|12.8931121    |87.1068818         4.51250317E-06|12.8258689    |87.1741266    |100           
   103725.0     5.91758323E-06|12.8318789    |87.1681152         4.34959541E-06|12.7648099    |87.2351857    |100           
   103950.0     5.70776034E-06|12.7709365    |87.2290578         4.19256886E-06|12.7040416    |87.2959542    |100           
   104175.0     5.50537725E-06|12.7102835    |87.289711          4.04121119E-06|12.6435626    |87.3564334    |100           
   104400.0     5.31017016E-06|12.6499186    |87.3500761         3.89531775E-06|12.5833714    |87.4166247    |100           
   104625.0     5.12188464E-06|12.5898404    |87.4101545         3.75469126E-06|12.5234668    |87.4765294    |100           
   104850.0     4.94027525E-06|12.5300475    |87.4699476         3.61914159E-06|12.4638474    |87.5361489    |100           
   105075.0     4.76510529E-06|12.4705385    |87.5294567         3.48848546E-06|12.4045118    |87.5954847    |100           
   105300.0     4.59614642E-06|12.4113122    |87.5886832         3.36254619E-06|12.3454587    |87.6545379    |100           
   105525.0     4.43317842E-06|12.3523672    |87.6476284         3.24115351E-06|12.2866867    |87.71331      |100           
   105750.0     4.27598885E-06|12.2937021    |87.7062936         3.12414328E-06|12.2281945    |87.7718024    |100           
   105975.0     4.12437285E-06|12.2353156    |87.7646803         3.01135729E-06|12.1699808    |87.8300162    |100           
   106200.0     3.97813277E-06|12.1772064    |87.8227896         2.90264303E-06|12.1120442    |87.8879529    |100           
   106425.0     3.837078E-06  |12.1193732    |87.880623          2.79785351E-06|12.0543833    |87.9456139    |100           
   106650.0     3.70102469E-06|12.0618147    |87.9381816         2.69684703E-06|11.996997     |88.0030003    |100           
   106875.0     3.56979549E-06|12.0045295    |87.995467          2.59948704E-06|11.9398839    |88.0601135    |100           
   107100.0     3.44321935E-06|11.9475163    |88.0524802         2.50564188E-06|11.8830427    |88.1169548    |100           
   107325.0     3.3211313E-06 |11.890774     |88.1092227         2.41518466E-06|11.826472     |88.1735255    |100           
   107550.0     3.20337218E-06|11.8343011    |88.1656957         2.32799307E-06|11.7701707    |88.229827     |100           
   107775.0     3.08978851E-06|11.7780964    |88.2219005         2.24394923E-06|11.7141374    |88.2858603    |100           
   108000.0     2.98023224E-06|11.7221586    |88.2778384         2.16293948E-06|11.6583709    |88.341627     |100           
   108225.0     2.87456056E-06|11.6664866    |88.3335106         2.08485431E-06|11.6028698    |88.3971281    |100           
   108450.0     2.77263574E-06|11.6110789    |88.3889184         2.00958811E-06|11.5476329    |88.452365     |100           
   108675.0     2.67432492E-06|11.5559343    |88.444063          1.93703914E-06|11.4926591    |88.507339     |100           
   108900.0     2.57949996E-06|11.5010517    |88.4989457         1.86710928E-06|11.4379469    |88.5620513    |100           
   109125.0     2.48803726E-06|11.4464297    |88.5535678         1.79970399E-06|11.3834951    |88.6165031    |100           
   109350.0     2.3998176E-06 |11.3920671    |88.6079305         1.73473213E-06|11.3293026    |88.6706956    |100           
   109575.0     2.314726E-06  |11.3379627    |88.662035          1.67210585E-06|11.2753681    |88.7246302    |100           
   109800.0     2.23265153E-06|11.2841153    |88.7158825         1.61174046E-06|11.2216904    |88.778308     |100           
   110025.0     2.15348722E-06|11.2305235    |88.7694743         1.55355435E-06|11.1682682    |88.8317303    |100           
   110250.0     2.07712988E-06|11.1771864    |88.8228116         1.49746883E-06|11.1151003    |88.8848982    |100           
   110475.0     2.00347998E-06|11.1241025    |88.8758955         1.44340809E-06|11.0621855    |88.9378131    |100           
   110700.0     1.93244152E-06|11.0712707    |88.9287274         1.39129901E-06|11.0095226    |88.990476     |100           
   110925.0     1.86392192E-06|11.0186899    |88.9813083         1.34107115E-06|10.9571104    |89.0428882    |100           
   111150.0     1.79783185E-06|10.9663587    |89.0336395         1.29265658E-06|10.9049478    |89.0950509    |100           
   111375.0     1.73408517E-06|10.9142761    |89.0857221         1.24598985E-06|10.8530334    |89.1469653    |100           
   111600.0     1.67259879E-06|10.8624409    |89.1375575         1.20100785E-06|10.8013663    |89.1986325    |100           
   111825.0     1.61329257E-06|10.8108518    |89.1891466         1.15764977E-06|10.749945     |89.2500538    |100           
   112050.0     1.5560892E-06 |10.7595078    |89.2404907         1.11585697E-06|10.6987686    |89.3012303    |100           
   112275.0     1.50091412E-06|10.7084075    |89.291591          1.07557296E-06|10.6478358    |89.3521631    |100           
   112500.0     1.44769541E-06|10.65755      |89.3424485         1.03674325E-06|10.5971455    |89.4028535    |100           
   112725.0     1.3963637E-06 |10.606934     |89.3930646         9.99315352E-07|10.5466965    |89.4533025    |100           
   112950.0     1.34685209E-06|10.5565584    |89.4434402         9.63238653E-07|10.4964876    |89.5035114    |100           
   113175.0     1.29909604E-06|10.5064221    |89.4935766         9.28464374E-07|10.4465178    |89.5534813    |100           
   113400.0     1.2530333E-06 |10.4565239    |89.5434749         8.94945496E-07|10.3967859    |89.6032132    |100           
   113625.0     1.20860384E-06|10.4068626    |89.5931362         8.62636697E-07|10.3472907    |89.6527084    |100           
   113850.0     1.16574973E-06|10.3574372    |89.6425616         8.31494291E-07|10.2980311    |89.701968     |100           
   114075.0     1.12441512E-06|10.3082465    |89.6917523         8.0147617E-07 |10.2490061    |89.7509931    |100           
   114300.0     1.08454614E-06|10.2592895    |89.7407094         7.72541745E-07|10.2002144    |89.7997848    |100           
   114525.0     1.04609081E-06|10.210565     |89.789434          7.44651895E-07|10.1516551    |89.8483442    |100           
   114750.0     1.00899901E-06|10.1620718    |89.8379271         7.17768907E-07|10.1033268    |89.8966724    |100           
   114975.0     9.73222396E-07|10.113809     |89.88619           6.91856434E-07|10.0552287    |89.9447706    |100           
   115200.0     9.38714333E-07|10.0657754    |89.9342236         6.66879437E-07|10.0073595    |89.9926398    |100           
   115425.0     9.0542984E-07 |10.0179699    |89.9820292         6.42804145E-07|9.95971827    |90.0402811    |100           
   115650.0     8.73325533E-07|9.97039151    |90.0296076         6.19598005E-07|9.9123038     |90.0876956    |100           
   115875.0     8.42359566E-07|9.92303903    |90.0769601         5.9722964E-07 |9.86511505    |90.1348844    |100           
   116100.0     8.12491575E-07|9.87591145    |90.1240877         5.75668805E-07|9.81815094    |90.1818485    |100           
   116325.0     7.8368263E-07 |9.82900769    |90.1709915         5.54886346E-07|9.77141042    |90.228589     |100           
   116550.0     7.55895179E-07|9.78232669    |90.2176726         5.34854163E-07|9.7248924     |90.2751071    |100           
   116775.0     7.29093002E-07|9.73586739    |90.2641319         5.15545171E-07|9.67859584    |90.3214036    |100           
   117000.0     7.03241164E-07|9.68962874    |90.3103706         4.9693326E-07 |9.63251969    |90.3674798    |100           
   117225.0     6.78305968E-07|9.64360969    |90.3563896         4.78993266E-07|9.58666288    |90.4133366    |100           
   117450.0     6.54254913E-07|9.5978092     |90.4021901         4.61700931E-07|9.54102438    |90.4589752    |100           
   117675.0     6.31056649E-07|9.55222623    |90.4477731         4.45032874E-07|9.49560314    |90.5043964    |100           
   117900.0     6.08680939E-07|9.50685975    |90.4931396         4.28966557E-07|9.45039814    |90.5496014    |100           
   118125.0     5.87098615E-07|9.46170872    |90.5382907         4.13480257E-07|9.40540834    |90.5945912    |100           
   118350.0     5.66281548E-07|9.41677213    |90.5832273         3.98553035E-07|9.36063272    |90.6393669    |100           
   118575.0     5.46202602E-07|9.37204896    |90.6279505         3.84164706E-07|9.31607026    |90.6839294    |100           
   118800.0     5.26835606E-07|9.32753819    |90.6724613         3.70295816E-07|9.27171995    |90.7282797    |100           
   119025.0     5.08155316E-07|9.28323881    |90.7167607         3.56927613E-07|9.22758077    |90.7724189    |100           
   119250.0     4.90137383E-07|9.23914983    |90.7608497         3.44042021E-07|9.18365172    |90.8163479    |100           
