Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 56.25 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.61307233309724 at t = 14512.5 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   100350.0     1.01700727E-05|13.7817009    |86.218289          9.45316437E-06|13.7642858    |86.2357048    |100           
  100406.25     1.00786972E-05|13.7653083    |86.2346816         9.36784622E-06|13.7479042    |86.2520864    |100           
   100462.5     9.98814265E-06|13.7489353    |86.2510547         9.28329809E-06|13.7315421    |86.2684486    |100           
  100518.75     9.89840171E-06|13.7325817    |86.2674084         9.19951304E-06|13.7151995    |86.2847913    |100           
   100575.0     9.80946707E-06|13.7162476    |86.2837426         9.11648418E-06|13.6988764    |86.3011145    |100           
  100631.25     9.72133148E-06|13.6999329    |86.3000574         9.03420468E-06|13.6825726    |86.3174183    |100           
   100687.5     9.63398777E-06|13.6836376    |86.3163527         8.95266779E-06|13.6662883    |86.3337027    |100           
  100743.75     9.54742882E-06|13.6673617    |86.3326287         8.87186679E-06|13.6500234    |86.3499678    |100           
   100800.0     9.46164758E-06|13.6511052    |86.3488853         8.79179505E-06|13.6337778    |86.3662134    |100           
  100856.25     9.37663707E-06|13.634868     |86.3651226         8.71244599E-06|13.6175515    |86.3824398    |100           
   100912.5     9.29239035E-06|13.6186501    |86.3813406         8.63381308E-06|13.6013446    |86.3986468    |100           
  100968.75     9.20890057E-06|13.6024515    |86.3975393         8.55588986E-06|13.5851569    |86.4148345    |100           
   101025.0     9.12616092E-06|13.5862722    |86.4137187         8.47866993E-06|13.5689886    |86.431003     |100           
  101081.25     9.04416466E-06|13.5701121    |86.4298789         8.40214693E-06|13.5528394    |86.4471522    |100           
   101137.5     8.96290513E-06|13.5539712    |86.4460198         8.32631458E-06|13.5367095    |86.4632822    |100           
  101193.75     8.88237569E-06|13.5378495    |86.4621416         8.25116665E-06|13.5205988    |86.479393     |100           
   101250.0     8.80256978E-06|13.5217471    |86.4782441         8.17669695E-06|13.5045072    |86.4954846    |100           
  101306.25     8.72348091E-06|13.5056637    |86.4943276         8.10289936E-06|13.4884348    |86.5115571    |100           
   101362.5     8.64510264E-06|13.4895995    |86.5103919         8.02976783E-06|13.4723815    |86.5276104    |100           
  101418.75     8.56742857E-06|13.4735544    |86.526437          7.95729633E-06|13.4563474    |86.5436447    |100           
   101475.0     8.49045239E-06|13.4575284    |86.5424631         7.88547892E-06|13.4403323    |86.5596598    |100           
  101531.25     8.41416782E-06|13.4415214    |86.5584702         7.81430968E-06|13.4243362    |86.5756559    |100           
   101587.5     8.33856864E-06|13.4255335    |86.5744582         7.74378277E-06|13.4083592    |86.591633     |100           
  101643.75     8.26364871E-06|13.4095646    |86.5904272         7.67389239E-06|13.3924013    |86.6075911    |100           
   101700.0     8.18940191E-06|13.3936147    |86.6063772         7.60463279E-06|13.3764623    |86.6235301    |100           
  101756.25     8.1158222E-06 |13.3776837    |86.6223082         7.53599829E-06|13.3605423    |86.6394502    |100           
   101812.5     8.04290359E-06|13.3617717    |86.6382202         7.46798324E-06|13.3446412    |86.6553513    |100           
  101868.75     7.97064013E-06|13.3458787    |86.6541134         7.40058205E-06|13.3287591    |86.6712335    |100           
   101925.0     7.89902594E-06|13.3300045    |86.6699876         7.33378918E-06|13.3128958    |86.6870969    |100           
  101981.25     7.82805518E-06|13.3141492    |86.685843          7.26759913E-06|13.2970514    |86.7029413    |100           
   102037.5     7.75772208E-06|13.2983128    |86.7016795         7.20200648E-06|13.2812259    |86.7187669    |100           
  102093.75     7.68802091E-06|13.2824952    |86.7174971         7.13700582E-06|13.2654193    |86.7345736    |100           
   102150.0     7.61894598E-06|13.2666964    |86.733296          7.07259182E-06|13.2496314    |86.7503615    |100           
  102206.25     7.55049167E-06|13.2509164    |86.749076          7.00875917E-06|13.2338623    |86.7661307    |100           
   102262.5     7.48265241E-06|13.2351552    |86.7648373         6.94550264E-06|13.218112     |86.781881     |100           
  102318.75     7.41542266E-06|13.2194127    |86.7805798         6.88281702E-06|13.2023805    |86.7976126    |100           
   102375.0     7.34879696E-06|13.203689     |86.7963037         6.82069716E-06|13.1866676    |86.8133255    |100           
  102431.25     7.28276988E-06|13.1879839    |86.8120088         6.75913796E-06|13.1709735    |86.8290197    |100           
   102487.5     7.21733603E-06|13.1722976    |86.8276952         6.69813435E-06|13.155298     |86.8446953    |100           
  102543.75     7.15249008E-06|13.1566299    |86.843363          6.63768131E-06|13.1396412    |86.8603521    |100           
   102600.0     7.08822677E-06|13.1409808    |86.8590121         6.57777389E-06|13.1240031    |86.8759904    |100           
  102656.25     7.02454084E-06|13.1253504    |86.8746426         6.51840715E-06|13.1083835    |86.89161      |100           
   102712.5     6.96142711E-06|13.1097385    |86.8902546         6.45957622E-06|13.0927825    |86.907211     |100           
  102768.75     6.89888044E-06|13.0941452    |86.9058479         6.40127626E-06|13.0772001    |86.9227935    |100           
   102825.0     6.83689574E-06|13.0785704    |86.9214227         6.34350248E-06|13.0616363    |86.9383574    |100           
  102881.25     6.77546796E-06|13.0630142    |86.936979          6.28625012E-06|13.0460909    |86.9539028    |100           
   102937.5     6.71459209E-06|13.0474765    |86.9525168         6.22951449E-06|13.0305641    |86.9694297    |100           
  102993.75     6.65426318E-06|13.0319572    |86.9680361         6.17329092E-06|13.0150557    |86.9849381    |100           
   103050.0     6.5944763E-06 |13.0164565    |86.9835369         6.11757478E-06|12.9995658    |87.000428     |100           
  103106.25     6.53522659E-06|13.0009741    |86.9990194         6.0623615E-06 |12.9840944    |87.0158996    |100           
   103162.5     6.47650923E-06|12.9855102    |87.0144833         6.00764654E-06|12.9686413    |87.0313527    |100           
  103218.75     6.41831943E-06|12.9700646    |87.0299289         5.95342541E-06|12.9532067    |87.0467874    |100           
   103275.0     6.36065245E-06|12.9546375    |87.0453562         5.89969364E-06|12.9377904    |87.0622037    |100           
  103331.25     6.30350359E-06|12.9392287    |87.060765          5.84644681E-06|12.9223924    |87.0776017    |100           
   103387.5     6.2468682E-06 |12.9238382    |87.0761556         5.79368056E-06|12.9070128    |87.0929814    |100           
  103443.75     6.19074167E-06|12.908466     |87.0915278         5.74139054E-06|12.8916515    |87.1083427    |100           
   103500.0     6.13511942E-06|12.8931121    |87.1068818         5.68957246E-06|12.8763085    |87.1236858    |100           
  103556.25     6.07999692E-06|12.8777764    |87.1222175         5.63822206E-06|12.8609837    |87.1390107    |100           
   103612.5     6.02536968E-06|12.862459     |87.1375349         5.58733511E-06|12.8456772    |87.1543172    |100           
  103668.75     5.97123325E-06|12.8471599    |87.1528342         5.53690743E-06|12.8303889    |87.1696056    |100           
   103725.0     5.91758323E-06|12.8318789    |87.1681152         5.48693488E-06|12.8151187    |87.1848758    |100           
  103781.25     5.86441524E-06|12.8166161    |87.1833781         5.43741335E-06|12.7998668    |87.2001278    |100           
   103837.5     5.81172495E-06|12.8013714    |87.1986228         5.38833877E-06|12.784633     |87.2153616    |100           
  103893.75     5.75950806E-06|12.7861449    |87.2138493         5.33970711E-06|12.7694173    |87.2305773    |100           
   103950.0     5.70776034E-06|12.7709365    |87.2290578         5.29151436E-06|12.7542198    |87.2457749    |100           
  104006.25     5.65647755E-06|12.7557462    |87.2442482         5.24375657E-06|12.7390403    |87.2609545    |100           
   104062.5     5.60565553E-06|12.7405739    |87.2594205         5.19642981E-06|12.7238789    |87.2761159    |100           
  104118.75     5.55529013E-06|12.7254197    |87.2745747         5.1495302E-06 |12.7087355    |87.2912593    |100           
   104175.0     5.50537725E-06|12.7102835    |87.289711          5.10305386E-06|12.6936102    |87.3063847    |100           
  104231.25     5.45591282E-06|12.6951653    |87.3048292         5.056997E-06  |12.6785029    |87.3214921    |100           
   104287.5     5.40689282E-06|12.6800651    |87.3199294         5.01135581E-06|12.6634135    |87.3365815    |100           
  104343.75     5.35831326E-06|12.6649829    |87.3350117         4.96612655E-06|12.6483421    |87.3516529    |100           
   104400.0     5.31017016E-06|12.6499186    |87.3500761         4.9213055E-06 |12.6332886    |87.3667064    |100           
  104456.25     5.26245962E-06|12.6348722    |87.3651225         4.87688898E-06|12.6182531    |87.381742     |100           
   104512.5     5.21517775E-06|12.6198437    |87.380151          4.83287333E-06|12.6032354    |87.3967597    |100           
  104568.75     5.1683207E-06 |12.6048331    |87.3951617         4.78925493E-06|12.5882357    |87.4117596    |100           
   104625.0     5.12188464E-06|12.5898404    |87.4101545         4.74603021E-06|12.5732537    |87.4267415    |100           
  104681.25     5.0758658E-06 |12.5748655    |87.4251295         4.70319561E-06|12.5582896    |87.4417057    |100           
   104737.5     5.03026042E-06|12.5599083    |87.4400866         4.66074761E-06|12.5433433    |87.456652     |100           
  104793.75     4.9850648E-06 |12.544969     |87.455026          4.61868271E-06|12.5284148    |87.4715805    |100           
   104850.0     4.94027525E-06|12.5300475    |87.4699476         4.57699746E-06|12.5135041    |87.4864913    |100           
  104906.25     4.89588813E-06|12.5151437    |87.4848514         4.53568844E-06|12.4986111    |87.5013843    |100           
   104962.5     4.85189981E-06|12.5002576    |87.4997376         4.49475225E-06|12.4837359    |87.5162596    |100           
  105018.75     4.80830671E-06|12.4853892    |87.514606          4.45418552E-06|12.4688783    |87.5311172    |100           
   105075.0     4.76510529E-06|12.4705385    |87.5294567         4.41398492E-06|12.4540384    |87.5459572    |100           
  105131.25     4.72229202E-06|12.4557055    |87.5442898         4.37414714E-06|12.4392162    |87.5607794    |100           
   105187.5     4.67986342E-06|12.4408901    |87.5591052         4.33466892E-06|12.4244116    |87.575584     |100           
  105243.75     4.63781603E-06|12.4260924    |87.573903          4.29554699E-06|12.4096247    |87.590371     |100           
   105300.0     4.59614642E-06|12.4113122    |87.5886832         4.25677816E-06|12.3948553    |87.6051404    |100           
  105356.25     4.55485121E-06|12.3965497    |87.6034458         4.21835923E-06|12.3801035    |87.6198922    |100           
   105412.5     4.51392702E-06|12.3818046    |87.6181909         4.18028705E-06|12.3653693    |87.6346265    |100           
  105468.75     4.47337052E-06|12.3670772    |87.6329184         4.14255848E-06|12.3506526    |87.6493432    |100           
   105525.0     4.43317842E-06|12.3523672    |87.6476284         4.10517042E-06|12.3359535    |87.6640424    |100           
  105581.25     4.39334743E-06|12.3376747    |87.6623209         4.06811981E-06|12.3212718    |87.6787242    |100           
   105637.5     4.35387431E-06|12.3229997    |87.6769959         4.03140358E-06|12.3066076    |87.6933884    |100           
  105693.75     4.31475585E-06|12.3083422    |87.6916535         3.99501874E-06|12.2919608    |87.7080352    |100           
   105750.0     4.27598885E-06|12.2937021    |87.7062936         3.95896228E-06|12.2773315    |87.7226645    |100           
  105806.25     4.23757017E-06|12.2790794    |87.7209164         3.92323125E-06|12.2627196    |87.7372765    |100           
   105862.5     4.19949667E-06|12.2644741    |87.7355217         3.8878227E-06 |12.2481251    |87.751871     |100           
  105918.75     4.16176526E-06|12.2498862    |87.7501097         3.85273372E-06|12.2335479    |87.7664482    |100           
   105975.0     4.12437285E-06|12.2353156    |87.7646803         3.81796143E-06|12.2189881    |87.7810081    |100           
  106031.25     4.0873164E-06 |12.2207624    |87.7792335         3.78350298E-06|12.2044456    |87.7955506    |100           
   106087.5     4.05059289E-06|12.2062264    |87.7937695         3.74935553E-06|12.1899205    |87.8100758    |100           
  106143.75     4.01419934E-06|12.1917078    |87.8082882         3.71551627E-06|12.1754126    |87.8245837    |100           
   106200.0     3.97813277E-06|12.1772064    |87.8227896         3.68198242E-06|12.160922     |87.8390743    |100           
  106256.25     3.94239025E-06|12.1627223    |87.8372738         3.64875122E-06|12.1464486    |87.8535477    |100           
   106312.5     3.90696887E-06|12.1482554    |87.8517407         3.61581995E-06|12.1319925    |87.8680039    |100           
  106368.75     3.87186574E-06|12.1338057    |87.8661904         3.5831859E-06 |12.1175535    |87.8824429    |100           
   106425.0     3.837078E-06  |12.1193732    |87.880623          3.55084638E-06|12.1031318    |87.8968647    |100           
  106481.25     3.80260282E-06|12.1049579    |87.8950383         3.51879873E-06|12.0887272    |87.9112693    |100           
   106537.5     3.7684374E-06 |12.0905597    |87.9094366         3.48704033E-06|12.0743397    |87.9256568    |100           
  106593.75     3.73457894E-06|12.0761786    |87.9238177         3.45556855E-06|12.0599694    |87.9400271    |100           
   106650.0     3.70102469E-06|12.0618147    |87.9381816         3.42438083E-06|12.0456162    |87.9543804    |100           
  106706.25     3.66777191E-06|12.0474678    |87.9525286         3.39347458E-06|12.0312801    |87.9687166    |100           
   106762.5     3.63481791E-06|12.033138     |87.9668584         3.36284727E-06|12.016961     |87.9830357    |100           
  106818.75     3.60215999E-06|12.0188252    |87.9811712         3.33249638E-06|12.0026589    |87.9973377    |100           
   106875.0     3.56979549E-06|12.0045295    |87.995467          3.30241942E-06|11.9883739    |88.0116228    |100           
  106931.25     3.53772178E-06|11.9902507    |88.0097457         3.27261392E-06|11.9741059    |88.0258908    |100           
   106987.5     3.50593624E-06|11.975989     |88.0240075         3.24307742E-06|11.9598549    |88.0401419    |100           
  107043.75     3.47443629E-06|11.9617442    |88.0382524         3.2138075E-06 |11.9456208    |88.054376     |100           
   107100.0     3.44321935E-06|11.9475163    |88.0524802         3.18480175E-06|11.9314037    |88.0685931    |100           
  107156.25     3.4122829E-06 |11.9333054    |88.0666912         3.15605778E-06|11.9172035    |88.0827934    |100           
   107212.5     3.3816244E-06 |11.9191114    |88.0808852         3.12757325E-06|11.9030202    |88.0969767    |100           
  107268.75     3.35124135E-06|11.9049342    |88.0950624         3.09934579E-06|11.8888537    |88.1111432    |100           
   107325.0     3.3211313E-06 |11.890774     |88.1092227         3.0713731E-06 |11.8747042    |88.1252928    |100           
  107381.25     3.29129177E-06|11.8766305    |88.1233662         3.04365287E-06|11.8605714    |88.1394255    |100           
   107437.5     3.26172034E-06|11.8625039    |88.1374928         3.01618282E-06|11.8464555    |88.1535415    |100           
  107493.75     3.23241461E-06|11.8483941    |88.1516027         2.98896071E-06|11.8323564    |88.1676406    |100           
   107550.0     3.20337218E-06|11.8343011    |88.1656957         2.96198428E-06|11.8182741    |88.1817229    |100           
  107606.25     3.17459069E-06|11.8202248    |88.179772          2.93525132E-06|11.8042085    |88.1957885    |100           
   107662.5     3.14606779E-06|11.8061653    |88.1938316         2.90875964E-06|11.7901597    |88.2098374    |100           
  107718.75     3.11780117E-06|11.7921225    |88.2078744         2.88250706E-06|11.7761276    |88.2238695    |100           
   107775.0     3.08978851E-06|11.7780964    |88.2219005         2.85649141E-06|11.7621122    |88.237885     |100           
  107831.25     3.06202754E-06|11.764087     |88.23591           2.83071056E-06|11.7481134    |88.2518837    |100           
   107887.5     3.034516E-06  |11.7500942    |88.2499027         2.8051624E-06 |11.7341314    |88.2658658    |100           
  107943.75     3.00725164E-06|11.7361181    |88.2638789         2.77984481E-06|11.7201659    |88.2798313    |100           
   108000.0     2.98023224E-06|11.7221586    |88.2778384         2.75475573E-06|11.7062171    |88.2937801    |100           
  108056.25     2.9534556E-06 |11.7082158    |88.2917813         2.72989309E-06|11.6922849    |88.3077123    |100           
   108112.5     2.92691955E-06|11.6942895    |88.3057076         2.70525483E-06|11.6783693    |88.321628     |100           
  108168.75     2.90062192E-06|11.6803797    |88.3196174         2.68083895E-06|11.6644702    |88.3355271    |100           
   108225.0     2.87456056E-06|11.6664866    |88.3335106         2.65664343E-06|11.6505877    |88.3494096    |100           
  108281.25     2.84873336E-06|11.6526099    |88.3473873         2.63266628E-06|11.6367217    |88.3632756    |100           
   108337.5     2.82313821E-06|11.6387497    |88.3612474         2.60890554E-06|11.6228722    |88.3771252    |100           
  108393.75     2.79777303E-06|11.6249061    |88.3750911         2.58535924E-06|11.6090392    |88.3909582    |100           
   108450.0     2.77263574E-06|11.6110789    |88.3889184         2.56202546E-06|11.5952227    |88.4047748    |100           
  108506.25     2.74772431E-06|11.5972681    |88.4027291         2.53890228E-06|11.5814226    |88.4185749    |100           
   108562.5     2.7230367E-06 |11.5834738    |88.4165235         2.51598778E-06|11.5676389    |88.4323586    |100           
  108618.75     2.6985709E-06 |11.5696959    |88.4303014         2.4932801E-06 |11.5538716    |88.4461259    |100           
   108675.0     2.67432492E-06|11.5559343    |88.444063          2.47077737E-06|11.5401207    |88.4598768    |100           
  108731.25     2.65029679E-06|11.5421892    |88.4578082         2.44847773E-06|11.5263862    |88.4736114    |100           
   108787.5     2.62648454E-06|11.5284603    |88.471537          2.42637935E-06|11.512668     |88.4873296    |100           
  108843.75     2.60288624E-06|11.5147479    |88.4852495         2.40448042E-06|11.4989661    |88.5010315    |100           
   108900.0     2.57949996E-06|11.5010517    |88.4989457         2.38277913E-06|11.4852806    |88.514717     |100           
  108956.25     2.55632381E-06|11.4873718    |88.5126257         2.36127371E-06|11.4716113    |88.5283863    |100           
   109012.5     2.53335588E-06|11.4737082    |88.5262893         2.33996238E-06|11.4579583    |88.5420393    |100           
  109068.75     2.51059432E-06|11.4600608    |88.5399367         2.31884339E-06|11.4443216    |88.5556761    |100           
   109125.0     2.48803726E-06|11.4464297    |88.5535678         2.297915E-06  |11.4307011    |88.5692966    |100           
  109181.25     2.46568288E-06|11.4328148    |88.5671828         2.27717551E-06|11.4170968    |88.5829009    |100           
   109237.5     2.44352934E-06|11.419216     |88.5807815         2.25662319E-06|11.4035087    |88.5964891    |100           
  109293.75     2.42157484E-06|11.4056335    |88.5943641         2.23625637E-06|11.3899367    |88.610061     |100           
   109350.0     2.3998176E-06 |11.3920671    |88.6079305         2.21607337E-06|11.3763809    |88.6236169    |100           
  109406.25     2.37825585E-06|11.3785168    |88.6214808         2.19607252E-06|11.3628413    |88.6371565    |100           
   109462.5     2.35688782E-06|11.3649827    |88.6350149         2.17625219E-06|11.3493177    |88.6506801    |100           
  109518.75     2.33571178E-06|11.3514647    |88.648533          2.15661074E-06|11.3358103    |88.6641876    |100           
   109575.0     2.314726E-06  |11.3379627    |88.662035          2.13714657E-06|11.3223189    |88.6776789    |100           
  109631.25     2.29392877E-06|11.3244768    |88.6755209         2.11785806E-06|11.3088436    |88.6911543    |100           
   109687.5     2.2733184E-06 |11.3110069    |88.6889908         2.09874364E-06|11.2953843    |88.7046136    |100           
  109743.75     2.2528932E-06 |11.2975531    |88.7024447         2.07980174E-06|11.2819411    |88.7180568    |100           
   109800.0     2.23265153E-06|11.2841153    |88.7158825         2.06103079E-06|11.2685138    |88.7314841    |100           
  109856.25     2.21259172E-06|11.2706934    |88.7293044         2.04242926E-06|11.2551025    |88.7448954    |100           
   109912.5     2.19271214E-06|11.2572875    |88.7427103         2.02399561E-06|11.2417072    |88.7582907    |100           
  109968.75     2.17301117E-06|11.2438976    |88.7561003         2.00572834E-06|11.2283279    |88.7716701    |100           
   110025.0     2.15348722E-06|11.2305235    |88.7694743         1.98762593E-06|11.2149644    |88.7850336    |100           
  110081.25     2.13413868E-06|11.2171654    |88.7828324         1.9696869E-06 |11.2016169    |88.7983812    |100           
   110137.5     2.11496398E-06|11.2038232    |88.7961747         1.95190978E-06|11.1882852    |88.8117128    |100           
  110193.75     2.09596156E-06|11.1904969    |88.809501          1.9342931E-06 |11.1749694    |88.8250287    |100           
   110250.0     2.07712988E-06|11.1771864    |88.8228116         1.91683542E-06|11.1616695    |88.8383286    |100           
  110306.25     2.05846739E-06|11.1638917    |88.8361063         1.8995353E-06 |11.1483853    |88.8516128    |100           
   110362.5     2.03997258E-06|11.1506128    |88.8493851         1.88239133E-06|11.135117     |88.8648811    |100           
  110418.75     2.02164394E-06|11.1373498    |88.8626482         1.86540208E-06|11.1218645    |88.8781336    |100           
   110475.0     2.00347998E-06|11.1241025    |88.8758955         1.84856616E-06|11.1086278    |88.8913704    |100           
  110531.25     1.98547922E-06|11.1108709    |88.8891271         1.8318822E-06 |11.0954068    |88.9045914    |100           
   110587.5     1.96764019E-06|11.0976552    |88.9023429         1.81534882E-06|11.0822015    |88.9177967    |100           
  110643.75     1.94996144E-06|11.0844551    |88.915543          1.79896465E-06|11.069012     |88.9309862    |100           
   110700.0     1.93244152E-06|11.0712707    |88.9287274         1.78272836E-06|11.0558382    |88.9441601    |100           
  110756.25     1.91507903E-06|11.058102     |88.9418961         1.7666386E-06 |11.04268      |88.9573182    |100           
   110812.5     1.89787252E-06|11.044949     |88.9550491         1.75069406E-06|11.0295375    |88.9704608    |100           
  110868.75     1.88082062E-06|11.0318116    |88.9681865         1.73489343E-06|11.0164106    |88.9835876    |100           
   110925.0     1.86392192E-06|11.0186899    |88.9813083         1.7192354E-06 |11.0032994    |88.9966989    |100           
  110981.25     1.84717505E-06|11.0055837    |88.9944144         1.7037187E-06 |10.9902038    |89.0097945    |100           
   111037.5     1.83057865E-06|10.9924931    |89.007505          1.68834203E-06|10.9771237    |89.0228746    |100           
  111093.75     1.81413136E-06|10.9794182    |89.02058           1.67310415E-06|10.9640592    |89.0359391    |100           
   111150.0     1.79783185E-06|10.9663587    |89.0336395         1.65800379E-06|10.9510103    |89.048988     |100           
  111206.25     1.78167878E-06|10.9533148    |89.0466834         1.64303972E-06|10.9379769    |89.0620215    |100           
   111262.5     1.76567085E-06|10.9402864    |89.0597118         1.6282107E-06 |10.924959     |89.0750394    |100           
  111318.75     1.74980674E-06|10.9272735    |89.0727247         1.61351553E-06|10.9119566    |89.0880418    |100           
   111375.0     1.73408517E-06|10.9142761    |89.0857221         1.59895298E-06|10.8989697    |89.1010287    |100           
  111431.25     1.71850485E-06|10.9012942    |89.0987041         1.58452186E-06|10.8859982    |89.1140002    |100           
   111487.5     1.70306452E-06|10.8883277    |89.1116706         1.57022099E-06|10.8730422    |89.1269562    |100           
  111543.75     1.68776292E-06|10.8753766    |89.1246218         1.55604919E-06|10.8601016    |89.1398969    |100           
   111600.0     1.67259879E-06|10.8624409    |89.1375575         1.5420053E-06 |10.8471764    |89.1528221    |100           
  111656.25     1.65757091E-06|10.8495206    |89.1504778         1.52808815E-06|10.8342666    |89.1657319    |100           
   111712.5     1.64267806E-06|10.8366156    |89.1633827         1.51429662E-06|10.8213721    |89.1786264    |100           
  111768.75     1.62791901E-06|10.8237261    |89.1762723         1.50062955E-06|10.808493     |89.1915055    |100           
   111825.0     1.61329257E-06|10.8108518    |89.1891466         1.48708584E-06|10.7956292    |89.2043693    |100           
  111881.25     1.59879754E-06|10.7979929    |89.2020055         1.47366436E-06|10.7827807    |89.2172178    |100           
   111937.5     1.58443275E-06|10.7851492    |89.2148492         1.46036402E-06|10.7699475    |89.230051     |100           
  111993.75     1.57019702E-06|10.7723209    |89.2276776         1.44718372E-06|10.7571296    |89.2428689    |100           
   112050.0     1.5560892E-06 |10.7595078    |89.2404907         1.43412237E-06|10.744327     |89.2556716    |100           
  112106.25     1.54210813E-06|10.7467099    |89.2532886         1.42117891E-06|10.7315396    |89.268459     |100           
   112162.5     1.52825268E-06|10.7339272    |89.2660712         1.40835227E-06|10.7187674    |89.2812312    |100           
  112218.75     1.51452171E-06|10.7211598    |89.2788387         1.39564139E-06|10.7060104    |89.2939883    |100           
   112275.0     1.50091412E-06|10.7084075    |89.291591          1.38304523E-06|10.6932685    |89.3067301    |100           
  112331.25     1.48742878E-06|10.6956705    |89.3043281         1.37056276E-06|10.6805419    |89.3194567    |100           
   112387.5     1.47406461E-06|10.6829485    |89.31705           1.35819295E-06|10.6678304    |89.3321683    |100           
  112443.75     1.46082051E-06|10.6702417    |89.3297568         1.34593478E-06|10.655134     |89.3448646    |100           
   112500.0     1.44769541E-06|10.65755      |89.3424485         1.33378724E-06|10.6424527    |89.3575459    |100           
  112556.25     1.43468823E-06|10.6448734    |89.3551251         1.32174934E-06|10.6297866    |89.3702121    |100           
   112612.5     1.42179792E-06|10.6322119    |89.3677867         1.30982008E-06|10.6171355    |89.3828632    |100           
  112668.75     1.40902342E-06|10.6195655    |89.3804331         1.29799849E-06|10.6044994    |89.3954993    |100           
   112725.0     1.3963637E-06 |10.606934     |89.3930646         1.28628359E-06|10.5918784    |89.4081203    |100           
  112781.25     1.38381773E-06|10.5943177    |89.405681          1.27467443E-06|10.5792724    |89.4207263    |100           
   112837.5     1.37138447E-06|10.5817163    |89.4182824         1.26317004E-06|10.5666815    |89.4333173    |100           
  112893.75     1.35906293E-06|10.5691299    |89.4308688         1.25176949E-06|10.5541055    |89.4458933    |100           
   112950.0     1.34685209E-06|10.5565584    |89.4434402         1.24047182E-06|10.5415444    |89.4584543    |100           
  113006.25     1.33475097E-06|10.544002     |89.4559967         1.22927613E-06|10.5289984    |89.4710004    |100           
   113062.5     1.32275856E-06|10.5314604    |89.4685382         1.21818147E-06|10.5164672    |89.4835316    |100           
  113118.75     1.31087391E-06|10.5189338    |89.4810649         1.20718695E-06|10.503951     |89.4960478    |100           
   113175.0     1.29909604E-06|10.5064221    |89.4935766         1.19629167E-06|10.4914497    |89.5085491    |100           
  113231.25     1.28742399E-06|10.4939253    |89.5060734         1.18549471E-06|10.4789632    |89.5210356    |100           
   113287.5     1.27585681E-06|10.4814433    |89.5185554         1.1747952E-06 |10.4664916    |89.5335072    |100           
  113343.75     1.26439356E-06|10.4689762    |89.5310226         1.16419226E-06|10.4540348    |89.545964     |100           
   113400.0     1.2530333E-06 |10.4565239    |89.5434749         1.15368501E-06|10.4415929    |89.5584059    |100           
  113456.25     1.24177512E-06|10.4440864    |89.5559124         1.1432726E-06 |10.4291658    |89.5708331    |100           
   113512.5     1.23061808E-06|10.4316637    |89.5683351         1.13295416E-06|10.4167535    |89.5832454    |100           
  113568.75     1.21956129E-06|10.4192558    |89.580743          1.12272884E-06|10.4043559    |89.595643     |100           
   113625.0     1.20860384E-06|10.4068626    |89.5931362         1.11259582E-06|10.3919731    |89.6080258    |100           
  113681.25     1.19774484E-06|10.3944842    |89.6055146         1.10255425E-06|10.379605     |89.6203939    |100           
   113737.5     1.1869834E-06 |10.3821205    |89.6178783         1.0926033E-06 |10.3672517    |89.6327472    |100           
  113793.75     1.17631865E-06|10.3697715    |89.6302273         1.08274217E-06|10.3549131    |89.6450859    |100           
   113850.0     1.16574973E-06|10.3574372    |89.6425616         1.07297004E-06|10.3425891    |89.6574098    |100           
  113906.25     1.15527576E-06|10.3451176    |89.6548813         1.06328611E-06|10.3302798    |89.6697191    |100           
   113962.5     1.1448959E-06 |10.3328126    |89.6671862         1.05368957E-06|10.3179852    |89.6820138    |100           
  114018.75     1.1346093E-06 |10.3205223    |89.6794766         1.04417965E-06|10.3057052    |89.6942938    |100           
   114075.0     1.12441512E-06|10.3082465    |89.6917523         1.03475556E-06|10.2934398    |89.7065592    |100           
  114131.25     1.11431253E-06|10.2959854    |89.7040135         1.02541653E-06|10.281189     |89.71881      |100           
   114187.5     1.10430072E-06|10.2837389    |89.71626           1.01616178E-06|10.2689528    |89.7310462    |100           
  114243.75     1.09437885E-06|10.2715069    |89.728492          1.00699056E-06|10.2567311    |89.7432679    |100           
   114300.0     1.08454614E-06|10.2592895    |89.7407094         9.97902114E-07|10.244524     |89.755475     |100           
  114356.25     1.07480176E-06|10.2470866    |89.7529123         9.88895694E-07|10.2323314    |89.7676676    |100           
   114412.5     1.06514494E-06|10.2348982    |89.7651007         9.7997056E-07 |10.2201534    |89.7798457    |100           
  114468.75     1.05557488E-06|10.2227244    |89.7772746         9.71125979E-07|10.2079898    |89.7920092    |100           
   114525.0     1.04609081E-06|10.210565     |89.789434          9.62361224E-07|10.1958407    |89.8041584    |100           
  114581.25     1.03669195E-06|10.19842      |89.8015789         9.53675573E-07|10.183706     |89.816293     |100           
   114637.5     1.02737753E-06|10.1862896    |89.8137094         9.45068313E-07|10.1715858    |89.8284132    |100           
