Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 450.0 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 74.34382069592868 at t = 13950.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   117900.0     6.08680939E-07|9.50685975    |90.4931396         2.96959506E-07|9.39391391    |90.6060858    |100           
   118350.0     5.66281548E-07|9.41677213    |90.5832273         2.75518189E-07|9.30447211    |90.6955276    |100           
   118800.0     5.26835606E-07|9.32753819    |90.6724613         2.55624996E-07|9.2158819     |90.7841178    |100           
   119250.0     4.90137383E-07|9.23914983    |90.7608497         2.37168147E-07|9.12813518    |90.8718646    |100           
   119700.0     4.55995479E-07|9.15159904    |90.8484005         2.20043936E-07|9.04122392    |90.9587759    |100           
   120150.0     4.24231825E-07|9.06487789    |90.9351217         2.0415614E-07 |8.95514016    |91.0448596    |100           
   120600.0     3.94680759E-07|8.97897851    |91.0210211         1.89415489E-07|8.86987602    |91.1301238    |100           
   121050.0     3.67188155E-07|8.89389312    |91.1061065         1.75739154E-07|8.78542371    |91.2145761    |100           
   121500.0     3.41610627E-07|8.80961401    |91.1903857         1.6305029E-07 |8.70177548    |91.2982244    |100           
   121950.0     3.17814773E-07|8.72613352    |91.2738662         1.51277597E-07|8.61892369    |91.3810762    |100           
   122400.0     2.95676487E-07|8.6434441     |91.3565556         1.40354927E-07|8.53686076    |91.4631391    |100           
   122850.0     2.75080306E-07|8.56153825    |91.4384615         1.30220903E-07|8.45557916    |91.5444207    |100           
   123300.0     2.5591881E-07 |8.48040854    |91.5195912         1.20818586E-07|8.37507147    |91.6249284    |100           
   123750.0     2.38092062E-07|8.40004762    |91.5999521         1.12095142E-07|8.2953303     |91.7046696    |100           
   124200.0     2.21507086E-07|8.32044821    |91.6795516         1.04001555E-07|8.21634838    |91.7836515    |100           
   124650.0     2.06077384E-07|8.24160309    |91.7583967         9.64923482E-08|8.13811846    |91.8618814    |100           
   125100.0     1.91722482E-07|8.1635051     |91.8364947         8.95253275E-08|8.06063338    |91.9393665    |100           
   125550.0     1.78367511E-07|8.08614718    |91.9138526         8.30613454E-08|7.98388607    |92.0161139    |100           
   126000.0     1.65942818E-07|8.0095223     |91.9904775         7.70640811E-08|7.90786948    |92.0921304    |100           
   126450.0     1.54383602E-07|7.93362353    |92.0663763         7.14998362E-08|7.83257666    |92.1674233    |100           
   126900.0     1.43629576E-07|7.85844398    |92.1415559         6.63373456E-08|7.75800073    |92.2419992    |100           
   127350.0     1.33624652E-07|7.78397683    |92.216023          6.15476014E-08|7.68413485    |92.3158651    |100           
   127800.0     1.24316649E-07|7.71021534    |92.2897845         5.71036903E-08|7.61097226    |92.3890277    |100           
   128250.0     1.15657021E-07|7.63715282    |92.3628471         5.29806422E-08|7.53850628    |92.4614937    |100           
   128700.0     1.07600605E-07|7.56478264    |92.4352173         4.91552899E-08|7.46673026    |92.5332697    |100           
   129150.0     1.00105381E-07|7.49309824    |92.5069017         4.56061388E-08|7.39563764    |92.6043623    |100           
   129600.0     9.31322575E-08|7.42209314    |92.5779068         4.23132464E-08|7.32522191    |92.674778     |100           
   130050.0     8.66448669E-08|7.35176088    |92.648239          3.92581102E-08|7.25547663    |92.7445233    |100           
   130500.0     8.06093738E-08|7.28209509    |92.7179048         3.64235635E-08|7.1863954     |92.8136046    |100           
   130950.0     7.49943001E-08|7.21308946    |92.7869105         3.37936791E-08|7.11797192    |92.882028     |100           
   131400.0     6.97703602E-08|7.14473773    |92.8552622         3.13536798E-08|7.05019992    |92.9498001    |100           
   131850.0     6.49103086E-08|7.07703371    |92.9229662         2.90898553E-08|6.98307319    |93.0169268    |100           
   132300.0     6.03887976E-08|7.00997126    |92.9900287         2.69894854E-08|6.91658558    |93.0834144    |100           
   132750.0     5.61822453E-08|6.94354429    |93.0564557         2.50407682E-08|6.85073103    |93.1492689    |100           
   133200.0     5.22687122E-08|6.87774679    |93.1222532         2.32327538E-08|6.78550349    |93.2144965    |100           
   133650.0     4.86277874E-08|6.81257279    |93.1874272         2.15552832E-08|6.720897      |93.279103     |100           
   134100.0     4.52404814E-08|6.74801639    |93.2519836         1.99989307E-08|6.65690564    |93.3430943    |100           
   134550.0     4.20891279E-08|6.68407172    |93.3159282         1.85549513E-08|6.59352357    |93.4064764    |100           
   135000.0     3.91572907E-08|6.620733      |93.379267          1.72152313E-08|6.53074497    |93.469255     |100           
   135450.0     3.6429679E-08 |6.55799448    |93.4420055         1.59722428E-08|6.4685641     |93.5314359    |100           
   135900.0     3.38920667E-08|6.49585048    |93.5041495         1.48190017E-08|6.40697526    |93.5930247    |100           
   136350.0     3.15312191E-08|6.43429535    |93.5657046         1.37490278E-08|6.34597284    |93.6540272    |100           
   136800.0     2.93348229E-08|6.37332353    |93.6266764         1.27563091E-08|6.28555123    |93.7144488    |100           
   137250.0     2.72914229E-08|6.31292948    |93.6870705         1.18352674E-08|6.22570491    |93.7742951    |100           
   137700.0     2.53903617E-08|6.25310773    |93.7468922         1.09807276E-08|6.1664284     |93.8335716    |100           
   138150.0     2.36217243E-08|6.19385285    |93.8061471         1.0187888E-08 |6.10771628    |93.8922837    |100           
   138600.0     2.19762864E-08|6.13515947    |93.8648405         9.45229364E-09|6.04956317    |93.9504368    |100           
   139050.0     2.0445466E-08 |6.07702228    |93.9229777         8.76981127E-09|5.99196375    |94.0080362    |100           
   139500.0     1.90212793E-08|6.019436      |93.980564          8.13660607E-09|5.93491276    |94.0650872    |100           
   139950.0     1.76962984E-08|5.96239541    |94.0376046         7.54912007E-09|5.87840495    |94.121595     |100           
   140400.0     1.64636127E-08|5.90589534    |94.0941046         7.00405223E-09|5.82243518    |94.1775648    |100           
   140850.0     1.53167932E-08|5.84993067    |94.1500693         6.49833983E-09|5.7669983     |94.2330017    |100           
   141300.0     1.42498587E-08|5.79449633    |94.2055037         6.02914129E-09|5.71208925    |94.2879107    |100           
   141750.0     1.32572445E-08|5.73958728    |94.2604127         5.59382022E-09|5.65770301    |94.342297     |100           
   142200.0     1.23337737E-08|5.68519856    |94.3148014         5.18993056E-09|5.60383459    |94.3961654    |100           
   142650.0     1.14746298E-08|5.63132523    |94.3686748         4.81520288E-09|5.55047907    |94.4495209    |100           
   143100.0     1.06753321E-08|5.5779624     |94.4220376         4.4675316E-09 |5.49763156    |94.5023684    |100           
   143550.0     9.93171166E-09|5.52510525    |94.4748947         4.14496317E-09|5.44528722    |94.5547128    |100           
   144000.0     9.23989022E-09|5.47274897    |94.527251          3.84568509E-09|5.39344126    |94.6065587    |100           
   144450.0     8.59625955E-09|5.42088883    |94.5791112         3.56801574E-09|5.34208895    |94.657911     |100           
   144900.0     7.9974628E-09 |5.36952011    |94.6304799         3.3103949E-09 |5.29122557    |94.7087744    |100           
   145350.0     7.44037693E-09|5.31863817    |94.6813618         3.07137502E-09|5.24084648    |94.7591535    |100           
   145800.0     6.92209645E-09|5.26823839    |94.7317616         2.84961305E-09|5.19094705    |94.8090529    |100           
   146250.0     6.43991826E-09|5.2183162     |94.7816838         2.64386292E-09|5.14152274    |94.8584773    |100           
   146700.0     5.99132756E-09|5.16886708    |94.8311329         2.45296853E-09|5.092569      |94.907431     |100           
   147150.0     5.57398471E-09|5.11988654    |94.8801135         2.27585726E-09|5.04408137    |94.9559186    |100           
   147600.0     5.18571305E-09|5.07137014    |94.9286299         2.11153392E-09|4.99605539    |95.0039446    |100           
   148050.0     4.82448755E-09|5.02331349    |94.9766865         1.95907519E-09|4.94848669    |95.0515133    |100           
   148500.0     4.48842424E-09|4.97571222    |95.0242878         1.81762442E-09|4.9013709     |95.0986291    |100           
   148950.0     4.17577037E-09|4.92856203    |95.071438          1.68638679E-09|4.85470371    |95.1452963    |100           
   149400.0     3.88489528E-09|4.88185864    |95.1181414         1.56462489E-09|4.80848085    |95.1915191    |100           
   149850.0     3.61428192E-09|4.83559781    |95.1644022         1.45165454E-09|4.76269809    |95.2373019    |100           
   150300.0     3.3625189E-09 |4.78977535    |95.2102246         1.34684097E-09|4.71735124    |95.2826488    |100           
   150750.0     3.12829314E-09|4.74438711    |95.2556129         1.24959524E-09|4.67243615    |95.3275639    |100           
   151200.0     2.91038305E-09|4.69942897    |95.300571          1.15937093E-09|4.6279487     |95.3720513    |100           
   151650.0     2.70765209E-09|4.65489686    |95.3451031         1.07566106E-09|4.58388483    |95.4161152    |100           
   152100.0     2.51904293E-09|4.61078674    |95.3892133         9.97995288E-10|4.54024051    |95.4597595    |100           
   152550.0     2.34357188E-09|4.5670946     |95.4329054         9.25937202E-10|4.49701173    |95.5029883    |100           
   153000.0     2.18032376E-09|4.5238165     |95.4761835         8.59081915E-10|4.45419455    |95.5458054    |100           
   153450.0     2.02844714E-09|4.4809485     |95.5190515         7.97053768E-10|4.41178504    |95.588215     |100           
   153900.0     1.88714993E-09|4.43848673    |95.5615133         7.39504229E-10|4.36977932    |95.6302207    |100           
   154350.0     1.75569517E-09|4.39642732    |95.6035727         6.8610993E-10 |4.32817355    |95.6718265    |100           
   154800.0     1.63339726E-09|4.35476647    |95.6452335         6.36570851E-10|4.28696391    |95.7130361    |100           
   155250.0     1.51961836E-09|4.31350041    |95.6864996         5.90608633E-10|4.24614665    |95.7538534    |100           
   155700.0     1.41376504E-09|4.27262538    |95.7273746         5.47965017E-10|4.20571801    |95.794282     |100           
   156150.0     1.31528525E-09|4.23213769    |95.7678623         5.08400392E-10|4.16567431    |95.8343257    |100           
   156600.0     1.22366534E-09|4.19203366    |95.8079663         4.71692444E-10|4.12601187    |95.8739881    |100           
   157050.0     1.13842747E-09|4.15230966    |95.8476903         4.37634914E-10|4.08672707    |95.9132729    |100           
   157500.0     1.05912709E-09|4.11296209    |95.8870379         4.06036434E-10|4.04781631    |95.9521837    |100           
   157950.0     9.85350596E-10|4.07398738    |95.9260126         3.76719454E-10|4.00927603    |95.990724     |100           
   158400.0     9.16713216E-10|4.03538199    |95.964618          3.49519243E-10|3.9711027     |96.0288973    |100           
   158850.0     8.52856966E-10|3.99714243    |96.0028576         3.24282964E-10|3.93329283    |96.0667072    |100           
   159300.0     7.93448804E-10|3.95926524    |96.0407348         3.00868816E-10|3.89584296    |96.104157     |100           
   159750.0     7.38178885E-10|3.92174697    |96.078253          2.79145235E-10|3.85874965    |96.1412503    |100           
   160200.0     6.86758949E-10|3.88458422    |96.1154158         2.58990159E-10|3.82200952    |96.1779905    |100           
   160650.0     6.38920814E-10|3.84777363    |96.1522264         2.40290336E-10|3.78561921    |96.2143808    |100           
   161100.0     5.94414979E-10|3.81131187    |96.1886881         2.22940694E-10|3.74957537    |96.2504246    |100           
   161550.0     5.53009324E-10|3.77519561    |96.2248044         2.06843744E-10|3.71387472    |96.2861253    |100           
   162000.0     5.14487897E-10|3.7394216     |96.2605784         1.9190904E-10 |3.67851398    |96.321486     |100           
   162450.0     4.78649789E-10|3.70398658    |96.2960134         1.78052664E-10|3.64348992    |96.3565101    |100           
   162900.0     4.45308085E-10|3.66888735    |96.3311126         1.65196758E-10|3.60879933    |96.3912007    |100           
   163350.0     4.14288892E-10|3.63412072    |96.3658793         1.53269084E-10|3.57443904    |96.425561     |100           
   163800.0     3.85430428E-10|3.59968354    |96.4003165         1.42202622E-10|3.5404059     |96.4595941    |100           
   164250.0     3.58582183E-10|3.56557269    |96.4344273         1.3193519E-10 |3.5066968     |96.4933032    |100           
   164700.0     3.33604128E-10|3.53178508    |96.4682149         1.22409096E-10|3.47330866    |96.5266913    |100           
   165150.0     3.10365989E-10|3.49831764    |96.5016824         1.13570813E-10|3.44023841    |96.5597616    |100           
   165600.0     2.88746569E-10|3.46516734    |96.5348327         1.05370679E-10|3.40748303    |96.592517     |100           
   166050.0     2.68633111E-10|3.43233118    |96.5676688         9.77626172E-11|3.37503953    |96.6249605    |100           
   166500.0     2.49920713E-10|3.39980617    |96.6001938         9.07038795E-11|3.34290492    |96.6570951    |100           
   166950.0     2.32511779E-10|3.36758938    |96.6324106         8.41548026E-11|3.31107628    |96.6889237    |100           
   167400.0     2.16315514E-10|3.33567787    |96.6643221         7.80785876E-11|3.27955069    |96.7204493    |100           
   167850.0     2.01247446E-10|3.30406875    |96.6959312         7.24410925E-11|3.24832526    |96.7516747    |100           
   168300.0     1.87228986E-10|3.27275917    |96.7272408         6.72106405E-11|3.21739713    |96.7826029    |100           
   168750.0     1.74187022E-10|3.24174628    |96.7582537         6.2357842E-11 |3.18676348    |96.8132365    |100           
   169200.0     1.62053533E-10|3.21102727    |96.7889727         5.78554292E-11|3.1564215     |96.8435785    |100           
   169650.0     1.50765236E-10|3.18059935    |96.8194006         5.36781034E-11|3.12636842    |96.8736316    |100           
   170100.0     1.40263257E-10|3.15045977    |96.8495402         4.98023924E-11|3.09660147    |96.9033985    |100           
   170550.0     1.30492824E-10|3.1206058     |96.8793942         4.62065186E-11|3.06711795    |96.9328821    |100           
   171000.0     1.21402978E-10|3.09103473    |96.9089653         4.28702772E-11|3.03791514    |96.9620849    |100           
   171450.0     1.1294631E-10 |3.06174387    |96.9382561         3.97749218E-11|3.00899039    |96.9910096    |100           
   171900.0     1.05078716E-10|3.03273057    |96.9672694         3.69030598E-11|2.98034103    |97.019659     |100           
   172350.0     9.77591608E-11|3.00399221    |96.9960078         3.42385544E-11|2.95196445    |97.0480355    |100           
   172800.0     9.09494702E-11|2.97552617    |97.0244738         3.17664338E-11|2.92385805    |97.0761419    |100           
   173250.0     8.46141278E-11|2.94732988    |97.0526701         2.94728074E-11|2.89601926    |97.1039807    |100           
   173700.0     7.87200916E-11|2.91940078    |97.0805992         2.73447872E-11|2.86844553    |97.1315545    |100           
   174150.0     7.32366212E-11|2.89173634    |97.1082637         2.53704162E-11|2.84113434    |97.1588657    |100           
   174600.0     6.81351174E-11|2.86433404    |97.135666          2.35386003E-11|2.81408318    |97.1859168    |100           
   175050.0     6.33889733E-11|2.83719142    |97.1628086         2.18390467E-11|2.78728958    |97.2127104    |100           
   175500.0     5.89734352E-11|2.810306      |97.189694          2.02622057E-11|2.76075109    |97.2392489    |100           
   175950.0     5.48654739E-11|2.78367534    |97.2163247         1.87992171E-11|2.73446529    |97.2655347    |100           
   176400.0     5.10436643E-11|2.75729704    |97.242703          1.74418604E-11|2.70842975    |97.2915702    |100           
   176850.0     4.74880736E-11|2.73116871    |97.2688313         1.61825087E-11|2.68264211    |97.3173579    |100           
   177300.0     4.41801577E-11|2.70528796    |97.294712          1.50140857E-11|2.6571        |97.3429       |100           
   177750.0     4.11026639E-11|2.67965247    |97.3203475         1.39300262E-11|2.63180108    |97.3681989    |100           
   178200.0     3.82395417E-11|2.6542599     |97.3457401         1.29242389E-11|2.60674303    |97.393257     |100           
   178650.0     3.55758584E-11|2.62910795    |97.3708921         1.19910723E-11|2.58192357    |97.4180764    |100           
   179100.0     3.30977214E-11|2.60419434    |97.3958057         1.11252829E-11|2.55734043    |97.4426596    |100           
   179550.0     3.07922061E-11|2.57951682    |97.4204832         1.0322006E-11 |2.53299134    |97.4670087    |100           
   180000.0     2.8647288E-11 |2.55507314    |97.4449269         9.57672791E-12|2.50887409    |97.4911259    |100           
