Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 28.125 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.56178515255509 at t = 14512.5 s

    Time                          Analytical                                             Numerical                         
    (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   108281.25     2.84873336E-06|11.6526099    |88.3473873         2.73889605E-06|11.6446663    |88.355331     |100           
  108309.375     2.83590691E-06|11.6456778    |88.3543194         2.7265363E-06 |11.6377368    |88.3622605    |100           
    108337.5     2.82313821E-06|11.6387497    |88.3612474         2.71423232E-06|11.6308114    |88.3691859    |100           
  108365.625     2.810427E-06  |11.6318258    |88.3681713         2.70198386E-06|11.6238902    |88.3761071    |100           
   108393.75     2.79777303E-06|11.6249061    |88.3750911         2.68979068E-06|11.6169731    |88.3830242    |100           
  108421.875     2.78517602E-06|11.6179904    |88.3820068         2.67765253E-06|11.6100601    |88.3899372    |100           
    108450.0     2.77263574E-06|11.6110789    |88.3889184         2.66556915E-06|11.6031512    |88.3968461    |100           
  108478.125     2.76015192E-06|11.6041714    |88.3958258         2.65354029E-06|11.5962464    |88.4037509    |100           
   108506.25     2.74772431E-06|11.5972681    |88.4027291         2.64156572E-06|11.5893458    |88.4106516    |100           
  108534.375     2.73535265E-06|11.5903689    |88.4096284         2.62964519E-06|11.5824492    |88.4175482    |100           
    108562.5     2.7230367E-06 |11.5834738    |88.4165235         2.61777845E-06|11.5755568    |88.4244406    |100           
  108590.625     2.7107762E-06 |11.5765828    |88.4234145         2.60596526E-06|11.5686684    |88.431329     |100           
   108618.75     2.6985709E-06 |11.5696959    |88.4303014         2.59420538E-06|11.5617842    |88.4382132    |100           
  108646.875     2.68642056E-06|11.562813     |88.4371843         2.58249857E-06|11.554904     |88.4450934    |100           
    108675.0     2.67432492E-06|11.5559343    |88.444063          2.57084459E-06|11.5480279    |88.4519695    |100           
  108703.125     2.66228375E-06|11.5490597    |88.4509376         2.5592432E-06 |11.541156     |88.4588415    |100           
   108731.25     2.65029679E-06|11.5421892    |88.4578082         2.54769416E-06|11.5342881    |88.4657094    |100           
  108759.375     2.6383638E-06 |11.5353227    |88.4646747         2.53619724E-06|11.5274243    |88.4725732    |100           
    108787.5     2.62648454E-06|11.5284603    |88.471537          2.5247522E-06 |11.5205646    |88.4794329    |100           
  108815.625     2.61465877E-06|11.5216021    |88.4783953         2.51335881E-06|11.513709     |88.4862885    |100           
   108843.75     2.60288624E-06|11.5147479    |88.4852495         2.50201684E-06|11.5068574    |88.4931401    |100           
  108871.875     2.59116672E-06|11.5078977    |88.4920997         2.49072604E-06|11.50001      |88.4999876    |100           
    108900.0     2.57949996E-06|11.5010517    |88.4989457         2.4794862E-06 |11.4931666    |88.506831     |100           
  108928.125     2.56788574E-06|11.4942097    |88.5057877         2.46829708E-06|11.4863272    |88.5136703    |100           
   108956.25     2.55632381E-06|11.4873718    |88.5126257         2.45715845E-06|11.479492     |88.5205056    |100           
  108984.375     2.54481393E-06|11.480538     |88.5194595         2.44607009E-06|11.4726608    |88.5273368    |100           
    109012.5     2.53335588E-06|11.4737082    |88.5262893         2.43503177E-06|11.4658337    |88.5341639    |100           
  109040.625     2.52194942E-06|11.4668825    |88.533115          2.42404325E-06|11.4590106    |88.540987     |100           
   109068.75     2.51059432E-06|11.4600608    |88.5399367         2.41310433E-06|11.4521916    |88.547806     |100           
  109096.875     2.49929034E-06|11.4532432    |88.5467543         2.40221477E-06|11.4453767    |88.5546209    |100           
    109125.0     2.48803726E-06|11.4464297    |88.5535678         2.39137435E-06|11.4385658    |88.5614318    |100           
  109153.125     2.47683485E-06|11.4396202    |88.5603773         2.38058285E-06|11.431759     |88.5682387    |100           
   109181.25     2.46568288E-06|11.4328148    |88.5671828         2.36984005E-06|11.4249562    |88.5750414    |100           
  109209.375     2.45458111E-06|11.4260134    |88.5739842         2.35914573E-06|11.4181575    |88.5818402    |100           
    109237.5     2.44352934E-06|11.419216     |88.5807815         2.34849966E-06|11.4113628    |88.5886349    |100           
  109265.625     2.43252732E-06|11.4124227    |88.5875748         2.33790164E-06|11.4045721    |88.5954255    |100           
   109293.75     2.42157484E-06|11.4056335    |88.5943641         2.32735145E-06|11.3977855    |88.6022122    |100           
  109321.875     2.41067168E-06|11.3988483    |88.6011493         2.31684886E-06|11.391003     |88.6089947    |100           
    109350.0     2.3998176E-06 |11.3920671    |88.6079305         2.30639367E-06|11.3842244    |88.6157733    |100           
  109378.125     2.3890124E-06 |11.38529      |88.6147077         2.29598566E-06|11.3774499    |88.6225478    |100           
   109406.25     2.37825585E-06|11.3785168    |88.6214808         2.28562462E-06|11.3706795    |88.6293182    |100           
  109434.375     2.36754773E-06|11.3717478    |88.6282499         2.27531034E-06|11.363913     |88.6360847    |100           
    109462.5     2.35688782E-06|11.3649827    |88.6350149         2.2650426E-06 |11.3571506    |88.6428471    |100           
  109490.625     2.34627591E-06|11.3582217    |88.641776          2.25482119E-06|11.3503922    |88.6496055    |100           
   109518.75     2.33571178E-06|11.3514647    |88.648533          2.24464591E-06|11.3436379    |88.6563599    |100           
  109546.875     2.32519521E-06|11.3447117    |88.655286          2.23451655E-06|11.3368875    |88.6631102    |100           
    109575.0     2.314726E-06  |11.3379627    |88.662035          2.2244329E-06 |11.3301412    |88.6698566    |100           
  109603.125     2.30430392E-06|11.3312177    |88.66878           2.21439475E-06|11.3233989    |88.6765989    |100           
   109631.25     2.29392877E-06|11.3244768    |88.6755209         2.2044019E-06 |11.3166606    |88.6833372    |100           
  109659.375     2.28360033E-06|11.3177399    |88.6822579         2.19445415E-06|11.3099263    |88.6900715    |100           
    109687.5     2.2733184E-06 |11.3110069    |88.6889908         2.18455129E-06|11.303196     |88.6968018    |100           
  109715.625     2.26308276E-06|11.304278     |88.6957197         2.17469311E-06|11.2964698    |88.7035281    |100           
   109743.75     2.2528932E-06 |11.2975531    |88.7024447         2.16487942E-06|11.2897475    |88.7102503    |100           
  109771.875     2.24274953E-06|11.2908322    |88.7091656         2.15511002E-06|11.2830292    |88.7169686    |100           
    109800.0     2.23265153E-06|11.2841153    |88.7158825         2.14538471E-06|11.2763149    |88.7236829    |100           
  109828.125     2.22259899E-06|11.2774023    |88.7225954         2.13570328E-06|11.2696047    |88.7303932    |100           
   109856.25     2.21259172E-06|11.2706934    |88.7293044         2.12606554E-06|11.2628984    |88.7370995    |100           
  109884.375     2.2026295E-06 |11.2639885    |88.7360093         2.11647129E-06|11.2561961    |88.7438018    |100           
    109912.5     2.19271214E-06|11.2572875    |88.7427103         2.10692034E-06|11.2494978    |88.7505001    |100           
  109940.625     2.18283943E-06|11.2505905    |88.7494073         2.09741249E-06|11.2428034    |88.7571945    |100           
   109968.75     2.17301117E-06|11.2438976    |88.7561003         2.08794755E-06|11.2361131    |88.7638848    |100           
  109996.875     2.16322717E-06|11.2372086    |88.7627893         2.07852531E-06|11.2294267    |88.7705712    |100           
    110025.0     2.15348722E-06|11.2305235    |88.7694743         2.0691456E-06 |11.2227444    |88.7772536    |100           
  110053.125     2.14379112E-06|11.2238425    |88.7761554         2.05980821E-06|11.216066     |88.783932     |100           
   110081.25     2.13413868E-06|11.2171654    |88.7828324         2.05051297E-06|11.2093915    |88.7906064    |100           
  110109.375     2.1245297E-06 |11.2104923    |88.7895055         2.04125966E-06|11.2027211    |88.7972769    |100           
    110137.5     2.11496398E-06|11.2038232    |88.7961747         2.03204812E-06|11.1960546    |88.8039434    |100           
  110165.625     2.10544133E-06|11.1971581    |88.8028398         2.02287814E-06|11.1893921    |88.8106059    |100           
   110193.75     2.09596156E-06|11.1904969    |88.809501          2.01374954E-06|11.1827335    |88.8172645    |100           
  110221.875     2.08652447E-06|11.1838396    |88.8161583         2.00466214E-06|11.1760789    |88.8239191    |100           
    110250.0     2.07712988E-06|11.1771864    |88.8228116         1.99561575E-06|11.1694283    |88.8305697    |100           
  110278.125     2.06777758E-06|11.170537     |88.8294609         1.98661018E-06|11.1627816    |88.8372164    |100           
   110306.25     2.05846739E-06|11.1638917    |88.8361063         1.97764525E-06|11.1561389    |88.8438591    |100           
  110334.375     2.04919912E-06|11.1572503    |88.8427477         1.96872078E-06|11.1495001    |88.8504979    |100           
    110362.5     2.03997258E-06|11.1506128    |88.8493851         1.95983658E-06|11.1428653    |88.8571327    |100           
  110390.625     2.03078758E-06|11.1439793    |88.8560186         1.95099247E-06|11.1362344    |88.8637636    |100           
   110418.75     2.02164394E-06|11.1373498    |88.8626482         1.94218827E-06|11.1296075    |88.8703905    |100           
  110446.875     2.01254147E-06|11.1307242    |88.8692738         1.9334238E-06 |11.1229845    |88.8770135    |100           
    110475.0     2.00347998E-06|11.1241025    |88.8758955         1.92469888E-06|11.1163655    |88.8836326    |100           
  110503.125     1.99445929E-06|11.1174847    |88.8825133         1.91601334E-06|11.1097504    |88.8902477    |100           
   110531.25     1.98547922E-06|11.1108709    |88.8891271         1.90736699E-06|11.1031392    |88.8968588    |100           
  110559.375     1.97653958E-06|11.1042611    |88.8957369         1.89875966E-06|11.096532     |88.9034661    |100           
    110587.5     1.96764019E-06|11.0976552    |88.9023429         1.89019117E-06|11.0899287    |88.9100694    |100           
  110615.625     1.95878087E-06|11.0910532    |88.9089449         1.88166135E-06|11.0833294    |88.9166688    |100           
   110643.75     1.94996144E-06|11.0844551    |88.915543          1.87317002E-06|11.0767339    |88.9232642    |100           
  110671.875     1.94118171E-06|11.0778609    |88.9221371         1.86471701E-06|11.0701424    |88.9298557    |100           
    110700.0     1.93244152E-06|11.0712707    |88.9287274         1.85630214E-06|11.0635548    |88.9364433    |100           
  110728.125     1.92374069E-06|11.0646844    |88.9353137         1.84792525E-06|11.0569711    |88.943027     |100           
   110756.25     1.91507903E-06|11.058102     |88.9418961         1.83958616E-06|11.0503914    |88.9496068    |100           
  110784.375     1.90645636E-06|11.0515236    |88.9484745         1.8312847E-06 |11.0438155    |88.9561826    |100           
    110812.5     1.89787252E-06|11.044949     |88.9550491         1.82302071E-06|11.0372436    |88.9627546    |100           
  110840.625     1.88932733E-06|11.0383783    |88.9616198         1.814794E-06  |11.0306756    |88.9693226    |100           
   110868.75     1.88082062E-06|11.0318116    |88.9681865         1.80660442E-06|11.0241115    |88.9758867    |100           
  110896.875     1.8723522E-06 |11.0252488    |88.9747493         1.7984518E-06 |11.0175513    |88.9824469    |100           
    110925.0     1.86392192E-06|11.0186899    |88.9813083         1.79033597E-06|11.010995     |88.9890032    |100           
  110953.125     1.85552959E-06|11.0121348    |88.9878633         1.78225676E-06|11.0044426    |88.9955556    |100           
   110981.25     1.84717505E-06|11.0055837    |88.9944144         1.77421401E-06|10.9978941    |89.0021041    |100           
  111009.375     1.83885813E-06|10.9990365    |89.0009617         1.76620756E-06|10.9913495    |89.0086487    |100           
    111037.5     1.83057865E-06|10.9924931    |89.007505          1.75823723E-06|10.9848088    |89.0151894    |100           
  111065.625     1.82233645E-06|10.9859537    |89.0140445         1.75030288E-06|10.978272     |89.0217263    |100           
   111093.75     1.81413136E-06|10.9794182    |89.02058           1.74240432E-06|10.9717391    |89.0282592    |100           
  111121.875     1.80596322E-06|10.9728865    |89.0271117         1.73454142E-06|10.96521      |89.0347882    |100           
    111150.0     1.79783185E-06|10.9663587    |89.0336395         1.72671399E-06|10.9586849    |89.0413134    |100           
  111178.125     1.78973709E-06|10.9598348    |89.0401634         1.71892189E-06|10.9521636    |89.0478347    |100           
   111206.25     1.78167878E-06|10.9533148    |89.0466834         1.71116495E-06|10.9456462    |89.0543521    |100           
  111234.375     1.77365676E-06|10.9467987    |89.0531995         1.70344302E-06|10.9391327    |89.0608656    |100           
    111262.5     1.76567085E-06|10.9402864    |89.0597118         1.69575593E-06|10.9326231    |89.0673752    |100           
  111290.625     1.7577209E-06 |10.933778     |89.0662202         1.68810353E-06|10.9261173    |89.073881     |100           
   111318.75     1.74980674E-06|10.9272735    |89.0727247         1.68048566E-06|10.9196154    |89.0803829    |100           
  111346.875     1.74192822E-06|10.9207729    |89.0792254         1.67290217E-06|10.9131174    |89.0868809    |100           
    111375.0     1.73408517E-06|10.9142761    |89.0857221         1.66535291E-06|10.9066233    |89.0933751    |100           
  111403.125     1.72627743E-06|10.9077832    |89.0922151         1.65783771E-06|10.900133     |89.0998654    |100           
   111431.25     1.71850485E-06|10.9012942    |89.0987041         1.65035642E-06|10.8936465    |89.1063518    |100           
  111459.375     1.71076727E-06|10.894809     |89.1051893         1.6429089E-06 |10.887164     |89.1128344    |100           
    111487.5     1.70306452E-06|10.8883277    |89.1116706         1.63549498E-06|10.8806853    |89.1193131    |100           
  111515.625     1.69539646E-06|10.8818502    |89.1181481         1.62811452E-06|10.8742104    |89.125788     |100           
   111543.75     1.68776292E-06|10.8753766    |89.1246218         1.62076736E-06|10.8677394    |89.132259     |100           
  111571.875     1.68016375E-06|10.8689068    |89.1310915         1.61345336E-06|10.8612723    |89.1387261    |100           
    111600.0     1.67259879E-06|10.8624409    |89.1375575         1.60617237E-06|10.854809     |89.1451894    |100           
  111628.125     1.6650679E-06 |10.8559788    |89.1440195         1.59892423E-06|10.8483495    |89.1516489    |100           
   111656.25     1.65757091E-06|10.8495206    |89.1504778         1.5917088E-06 |10.8418939    |89.1581045    |100           
  111684.375     1.65010768E-06|10.8430662    |89.1569322         1.58452594E-06|10.8354421    |89.1645563    |100           
    111712.5     1.64267806E-06|10.8366156    |89.1633827         1.57737548E-06|10.8289942    |89.1710042    |100           
  111740.625     1.63528188E-06|10.8301689    |89.1698294         1.5702573E-06 |10.8225501    |89.1774483    |100           
   111768.75     1.62791901E-06|10.8237261    |89.1762723         1.56317123E-06|10.8161099    |89.1838886    |100           
  111796.875     1.62058929E-06|10.817287     |89.1827114         1.55611715E-06|10.8096734    |89.190325     |100           
    111825.0     1.61329257E-06|10.8108518    |89.1891466         1.54909489E-06|10.8032408    |89.1967576    |100           
  111853.125     1.6060287E-06 |10.8044204    |89.195578          1.54210433E-06|10.7968121    |89.2031864    |100           
   111881.25     1.59879754E-06|10.7979929    |89.2020055         1.53514531E-06|10.7903871    |89.2096113    |100           
  111909.375     1.59159894E-06|10.7915691    |89.2084293         1.52821769E-06|10.783966     |89.2160325    |100           
    111937.5     1.58443275E-06|10.7851492    |89.2148492         1.52132134E-06|10.7775487    |89.2224498    |100           
  111965.625     1.57729882E-06|10.7787331    |89.2212653         1.51445611E-06|10.7711352    |89.2288632    |100           
   111993.75     1.57019702E-06|10.7723209    |89.2276776         1.50762186E-06|10.7647256    |89.2352729    |100           
  112021.875     1.56312719E-06|10.7659124    |89.234086          1.50081845E-06|10.7583197    |89.2416788    |100           
    112050.0     1.5560892E-06 |10.7595078    |89.2404907         1.49404574E-06|10.7519177    |89.2480808    |100           
  112078.125     1.54908289E-06|10.7531069    |89.2468915         1.48730359E-06|10.7455195    |89.254479     |100           
   112106.25     1.54210813E-06|10.7467099    |89.2532886         1.48059187E-06|10.7391251    |89.2608735    |100           
  112134.375     1.53516477E-06|10.7403167    |89.2596818         1.47391044E-06|10.7327344    |89.2672641    |100           
    112162.5     1.52825268E-06|10.7339272    |89.2660712         1.46725916E-06|10.7263476    |89.2736509    |100           
  112190.625     1.5213717E-06 |10.7275416    |89.2724569         1.46063789E-06|10.7199646    |89.2800339    |100           
   112218.75     1.51452171E-06|10.7211598    |89.2788387         1.4540465E-06 |10.7135854    |89.2864131    |100           
  112246.875     1.50770256E-06|10.7147818    |89.2852167         1.44748486E-06|10.70721      |89.2927886    |100           
    112275.0     1.50091412E-06|10.7084075    |89.291591          1.44095283E-06|10.7008384    |89.2991602    |100           
  112303.125     1.49415623E-06|10.7020371    |89.2979614         1.43445028E-06|10.6944705    |89.305528     |100           
   112331.25     1.48742878E-06|10.6956705    |89.3043281         1.42797707E-06|10.6881065    |89.3118921    |100           
  112359.375     1.48073162E-06|10.6893076    |89.3106909         1.42153307E-06|10.6817462    |89.3182523    |100           
    112387.5     1.47406461E-06|10.6829485    |89.31705           1.41511815E-06|10.6753898    |89.3246088    |100           
  112415.625     1.46742762E-06|10.6765932    |89.3234053         1.40873218E-06|10.6690371    |89.3309615    |100           
   112443.75     1.46082051E-06|10.6702417    |89.3297568         1.40237502E-06|10.6626882    |89.3373104    |100           
  112471.875     1.45424315E-06|10.663894     |89.3361046         1.39604656E-06|10.6563431    |89.3436555    |100           
    112500.0     1.44769541E-06|10.65755      |89.3424485         1.38974665E-06|10.6500017    |89.3499969    |100           
  112528.125     1.44117714E-06|10.6512098    |89.3487887         1.38347517E-06|10.6436641    |89.3563345    |100           
   112556.25     1.43468823E-06|10.6448734    |89.3551251         1.377232E-06  |10.6373303    |89.3626683    |100           
  112584.375     1.42822853E-06|10.6385408    |89.3614578         1.37101699E-06|10.6310003    |89.3689983    |100           
    112612.5     1.42179792E-06|10.6322119    |89.3677867         1.36483004E-06|10.624674     |89.3753246    |100           
  112640.625     1.41539626E-06|10.6258868    |89.3741118         1.358671E-06  |10.6183515    |89.3816471    |100           
   112668.75     1.40902342E-06|10.6195655    |89.3804331         1.35253976E-06|10.6120328    |89.3879659    |100           
  112696.875     1.40267928E-06|10.6132479    |89.3867507         1.34643618E-06|10.6057178    |89.3942809    |100           
    112725.0     1.3963637E-06 |10.606934     |89.3930646         1.34036015E-06|10.5994065    |89.4005921    |100           
  112753.125     1.39007656E-06|10.600624     |89.3993746         1.33431154E-06|10.5930991    |89.4068996    |100           
   112781.25     1.38381773E-06|10.5943177    |89.405681          1.32829022E-06|10.5867954    |89.4132033    |100           
  112809.375     1.37758707E-06|10.5880151    |89.4119835         1.32229608E-06|10.5804954    |89.4195033    |100           
    112837.5     1.37138447E-06|10.5817163    |89.4182824         1.31632898E-06|10.5741992    |89.4257995    |100           
  112865.625     1.3652098E-06 |10.5754212    |89.4245774         1.31038881E-06|10.5679067    |89.432092     |100           
   112893.75     1.35906293E-06|10.5691299    |89.4308688         1.30447545E-06|10.561618     |89.4383807    |100           
  112921.875     1.35294373E-06|10.5628423    |89.4371564         1.29858877E-06|10.555333     |89.4446657    |100           
    112950.0     1.34685209E-06|10.5565584    |89.4434402         1.29272866E-06|10.5490518    |89.450947     |100           
  112978.125     1.34078788E-06|10.5502783    |89.4497203         1.286895E-06  |10.5427742    |89.4572245    |100           
   113006.25     1.33475097E-06|10.544002     |89.4559967         1.28108765E-06|10.5365005    |89.4634982    |100           
  113034.375     1.32874124E-06|10.5377293    |89.4622693         1.27530652E-06|10.5302304    |89.4697683    |100           
    113062.5     1.32275856E-06|10.5314604    |89.4685382         1.26955147E-06|10.5239641    |89.4760346    |100           
  113090.625     1.31680283E-06|10.5251953    |89.4748034         1.2638224E-06 |10.5177016    |89.4822972    |100           
   113118.75     1.31087391E-06|10.5189338    |89.4810649         1.25811918E-06|10.5114427    |89.488556     |100           
  113146.875     1.30497169E-06|10.5126761    |89.4873226         1.25244169E-06|10.5051876    |89.4948112    |100           
    113175.0     1.29909604E-06|10.5064221    |89.4935766         1.24678983E-06|10.4989362    |89.5010626    |100           
  113203.125     1.29324685E-06|10.5001718    |89.4998269         1.24116347E-06|10.4926885    |89.5073103    |100           
   113231.25     1.28742399E-06|10.4939253    |89.5060734         1.2355625E-06 |10.4864445    |89.5135542    |100           
  113259.375     1.28162735E-06|10.4876824    |89.5123163         1.2299868E-06 |10.4802043    |89.5197945    |100           
    113287.5     1.27585681E-06|10.4814433    |89.5185554         1.22443627E-06|10.4739677    |89.526031     |100           
  113315.625     1.27011225E-06|10.4752079    |89.5247909         1.21891078E-06|10.4677349    |89.5322639    |100           
   113343.75     1.26439356E-06|10.4689762    |89.5310226         1.21341023E-06|10.4615058    |89.538493     |100           
  113371.875     1.25870062E-06|10.4627482    |89.5372506         1.2079345E-06 |10.4552804    |89.5447184    |100           
    113400.0     1.2530333E-06 |10.4565239    |89.5434749         1.20248349E-06|10.4490587    |89.5509401    |100           
  113428.125     1.24739151E-06|10.4503033    |89.5496955         1.19705707E-06|10.4428407    |89.5571581    |100           
   113456.25     1.24177512E-06|10.4440864    |89.5559124         1.19165513E-06|10.4366264    |89.5633724    |100           
  113484.375     1.23618401E-06|10.4378732    |89.5621256         1.18627758E-06|10.4304158    |89.569583     |100           
    113512.5     1.23061808E-06|10.4316637    |89.5683351         1.18092429E-06|10.4242089    |89.5757899    |100           
  113540.625     1.22507721E-06|10.4254579    |89.5745409         1.17559516E-06|10.4180057    |89.5819932    |100           
   113568.75     1.21956129E-06|10.4192558    |89.580743          1.17029008E-06|10.4118061    |89.5881927    |100           
  113596.875     1.2140702E-06 |10.4130573    |89.5869414         1.16500894E-06|10.4056103    |89.5943885    |100           
    113625.0     1.20860384E-06|10.4068626    |89.5931362         1.15975163E-06|10.3994182    |89.6005807    |100           
  113653.125     1.20316208E-06|10.4006716    |89.5993272         1.15451805E-06|10.3932297    |89.6067692    |100           
   113681.25     1.19774484E-06|10.3944842    |89.6055146         1.14930808E-06|10.3870449    |89.6129539    |100           
  113709.375     1.19235198E-06|10.3883005    |89.6116983         1.14412162E-06|10.3808638    |89.619135     |100           
    113737.5     1.1869834E-06 |10.3821205    |89.6178783         1.13895857E-06|10.3746864    |89.6253125    |100           
  113765.625     1.181639E-06  |10.3759442    |89.6240546         1.13381882E-06|10.3685126    |89.6314862    |100           
   113793.75     1.17631865E-06|10.3697715    |89.6302273         1.12870226E-06|10.3623426    |89.6376563    |100           
  113821.875     1.17102227E-06|10.3636025    |89.6363963         1.12360879E-06|10.3561762    |89.6438227    |100           
    113850.0     1.16574973E-06|10.3574372    |89.6425616         1.11853831E-06|10.3500134    |89.6499854    |100           
  113878.125     1.16050093E-06|10.3512756    |89.6487233         1.11349071E-06|10.3438544    |89.6561445    |100           
   113906.25     1.15527576E-06|10.3451176    |89.6548813         1.10846588E-06|10.337699     |89.6622999    |100           
  113934.375     1.15007412E-06|10.3389633    |89.6610356         1.10346374E-06|10.3315472    |89.6684517    |100           
    113962.5     1.1448959E-06 |10.3328126    |89.6671862         1.09848416E-06|10.3253992    |89.6745997    |100           
  113990.625     1.13974099E-06|10.3266656    |89.6733333         1.09352706E-06|10.3192548    |89.6807442    |100           
   114018.75     1.1346093E-06 |10.3205223    |89.6794766         1.08859232E-06|10.313114     |89.6868849    |100           
  114046.875     1.12950071E-06|10.3143826    |89.6856163         1.08367986E-06|10.3069769    |89.693022     |100           
    114075.0     1.12441512E-06|10.3082465    |89.6917523         1.07878956E-06|10.3008434    |89.6991555    |100           
  114103.125     1.11935243E-06|10.3021142    |89.6978847         1.07392133E-06|10.2947136    |89.7052853    |100           
   114131.25     1.11431253E-06|10.2959854    |89.7040135         1.06907507E-06|10.2885875    |89.7114115    |100           
  114159.375     1.10929533E-06|10.2898603    |89.7101386         1.06425068E-06|10.282465     |89.717534     |100           
    114187.5     1.10430072E-06|10.2837389    |89.71626           1.05944806E-06|10.2763461    |89.7236528    |100           
  114215.625     1.09932859E-06|10.2776211    |89.7223778         1.05466711E-06|10.2702309    |89.7297681    |100           
   114243.75     1.09437885E-06|10.2715069    |89.728492          1.04990774E-06|10.2641193    |89.7358797    |100           
  114271.875     1.0894514E-06 |10.2653964    |89.7346025         1.04516985E-06|10.2580113    |89.7419876    |100           
    114300.0     1.08454614E-06|10.2592895    |89.7407094         1.04045333E-06|10.251907     |89.7480919    |100           
  114328.125     1.07966296E-06|10.2531862    |89.7468127         1.0357581E-06 |10.2458063    |89.7541926    |100           
   114356.25     1.07480176E-06|10.2470866    |89.7529123         1.03108406E-06|10.2397093    |89.7602897    |100           
  114384.375     1.06996246E-06|10.2409906    |89.7590083         1.02643111E-06|10.2336159    |89.7663831    |100           
    114412.5     1.06514494E-06|10.2348982    |89.7651007         1.02179916E-06|10.2275261    |89.7724729    |100           
  114440.625     1.06034911E-06|10.2288095    |89.7711894         1.01718811E-06|10.2214399    |89.7785591    |100           
   114468.75     1.05557488E-06|10.2227244    |89.7772746         1.01259787E-06|10.2153573    |89.7846416    |100           
  114496.875     1.05082214E-06|10.2166429    |89.7833561         1.00802834E-06|10.2092784    |89.7907206    |100           
    114525.0     1.04609081E-06|10.210565     |89.789434          1.00347944E-06|10.2032031    |89.7967959    |100           
  114553.125     1.04138077E-06|10.2044907    |89.7955083         9.98951058E-07|10.1971314    |89.8028676    |100           
   114581.25     1.03669195E-06|10.19842      |89.8015789         9.94443115E-07|10.1910633    |89.8089357    |100           
  114609.375     1.03202423E-06|10.192353     |89.807646          9.89955514E-07|10.1849988    |89.8150002    |100           
    114637.5     1.02737753E-06|10.1862896    |89.8137094         9.85488165E-07|10.178938     |89.8210611    |100           
  114665.625     1.02275175E-06|10.1802297    |89.8197693         9.81040975E-07|10.1728807    |89.8271183    |100           
   114693.75     1.0181468E-06 |10.1741735    |89.8258255         9.76613854E-07|10.166827     |89.833172     |100           
  114721.875     1.01356259E-06|10.1681209    |89.8318781         9.72206711E-07|10.160777     |89.839222     |100           
    114750.0     1.00899901E-06|10.1620718    |89.8379271         9.67819456E-07|10.1547305    |89.8452685    |100           
  114778.125     1.00445598E-06|10.1560264    |89.8439726         9.63452E-07   |10.1486877    |89.8513114    |100           
   114806.25     9.99933409E-07|10.1499846    |89.8500144         9.59104252E-07|10.1426484    |89.8573506    |100           
  114834.375     9.95431198E-07|10.1439464    |89.8560526         9.54776124E-07|10.1366128    |89.8633863    |100           
    114862.5     9.90949259E-07|10.1379117    |89.8620873         9.50467528E-07|10.1305807    |89.8694184    |100           
  114890.625     9.864875E-07  |10.1318807    |89.8681183         9.46178375E-07|10.1245522    |89.8754469    |100           
   114918.75     9.8204583E-07 |10.1258532    |89.8741458         9.41908578E-07|10.1185273    |89.8814718    |100           
  114946.875     9.77624159E-07|10.1198293    |89.8801697         9.37658049E-07|10.112506     |89.8874931    |100           
    114975.0     9.73222396E-07|10.113809     |89.88619           9.33426701E-07|10.1064883    |89.8935108    |100           
  115003.125     9.68840453E-07|10.1077923    |89.8922067         9.29214448E-07|10.1004741    |89.899525     |100           
   115031.25     9.64478239E-07|10.1017792    |89.8982199         9.25021203E-07|10.0944635    |89.9055355    |100           
  115059.375     9.60135666E-07|10.0957696    |89.9042294         9.20846881E-07|10.0884566    |89.9115425    |100           
    115087.5     9.55812645E-07|10.0897636    |89.9102354         9.16691397E-07|10.0824531    |89.9175459    |100           
  115115.625     9.51509089E-07|10.0837612    |89.9162378         9.12554665E-07|10.0764533    |89.9235458    |100           
   115143.75     9.4722491E-07 |10.0777624    |89.9222367         9.084366E-07  |10.070457     |89.9295421    |100           
  115171.875     9.4296002E-07 |10.0717671    |89.9282319         9.04337119E-07|10.0644643    |89.9355348    |100           
    115200.0     9.38714333E-07|10.0657754    |89.9342236         9.00256138E-07|10.0584752    |89.9415239    |100           
  115228.125     9.34487762E-07|10.0597873    |89.9402118         8.96193573E-07|10.0524896    |89.9475095    |100           
   115256.25     9.30280221E-07|10.0538027    |89.9461964         8.92149341E-07|10.0465076    |89.9534915    |100           
  115284.375     9.26091625E-07|10.0478217    |89.9521774         8.88123359E-07|10.0405291    |89.95947      |100           
    115312.5     9.21921888E-07|10.0418442    |89.9581548         8.84115545E-07|10.0345542    |89.9654449    |100           
  115340.625     9.17770926E-07|10.0358703    |89.9641287         8.80125817E-07|10.0285829    |89.9714162    |100           
   115368.75     9.13638653E-07|10.0299       |89.9700991         8.76154094E-07|10.0226151    |89.977384     |100           
  115396.875     9.09524986E-07|10.0239332    |89.9760659         8.72200293E-07|10.0166509    |89.9833483    |100           
    115425.0     9.0542984E-07 |10.0179699    |89.9820292         8.68264335E-07|10.0106902    |89.989309     |100           
